address_full,number,street,city,state,zip,longitude,latitude,statefp,countyfp,tractce,blkgrpce
"92 PINE GROVE DR TROY, VT 05859 ",92,PINE GROVE DR,TROY,VT,05859,-72.392349,44.99687,50,019,951600,3
"6816 VT ROUTE 111 MORGAN, VT 05853 ",6816,VT ROUTE 111,MORGAN,VT,05853,-71.987848,44.911599,50,019,951100,1
"131 SCOTTSDALE RD NEWPORT CITY, VT 05855 ",131,SCOTTSDALE RD,NEWPORT CITY,VT,05855,-72.225881,44.935856,50,019,951500,2
"78 ALLEN FARM RD CHARLESTON, VT 05872 ",78,ALLEN FARM RD,CHARLESTON,VT,05872,-72.053124,44.850257,50,019,951100,2
"134 BAYLEY HAZEN RD GREENSBORO, VT 05841 ",134,BAYLEY HAZEN RD,GREENSBORO,VT,05841,-72.331765,44.593885,50,019,952000,2
"3571 GORE RD HOLLAND, VT 05829 ",3571,GORE RD,HOLLAND,VT,05829,-72.045152,44.938417,50,019,951100,1
"265 GOODWIN MOUNTAIN LN WESTMORE, VT 05860 ",265,GOODWIN MOUNTAIN LN,WESTMORE,VT,05860,-72.043015,44.777013,50,019,951900,2
"197 FORTIN FARM RD HOLLAND, VT 05829 ",197,FORTIN FARM RD,HOLLAND,VT,05829,-71.992868,44.953561,50,019,951100,1
"3949 DARLING HILL RD DERBY, VT 05855 ",3949,DARLING HILL RD,DERBY,VT,05855,-72.182864,44.959909,50,019,951300,1
"815 PHILLIPS RD GLOVER, VT 05875 ",815,PHILLIPS RD,GLOVER,VT,05875,-72.261178,44.706543,50,019,952000,1
"1663 E ECHO LAKE RD CHARLESTON, VT 05872 ",1663,E   ECHO LAKE RD,CHARLESTON,VT,05872,-71.986802,44.864435,50,019,951100,2
"1249 N HILL RD WESTFIELD, VT 05874 ",1249,N   HILL RD,WESTFIELD,VT,05874,-72.431584,44.906352,50,019,951600,5
"26 POINT DR DERBY, VT 05855 ",26,POINT DR,DERBY,VT,05855,-72.205071,45.002094,50,019,951300,1
"4627 CENTER RD GREENSBORO, VT 05841 ",4627,CENTER RD,GREENSBORO,VT,05841,-72.310498,44.563771,50,019,952000,2
"376 N VILLAGE RD JAY, VT 05859 ",376,N   VILLAGE RD,JAY,VT,05859,-72.506775,44.935283,50,019,951600,5
"401 LAUREDON AVE GREENSBORO, VT 05841 ",401,LAUREDON AVE,GREENSBORO,VT,05841,-72.293222,44.583673,50,019,952000,2
"31 HILL ST TROY, VT 05859 ",31,HILL ST,TROY,VT,05859,-72.401552,44.996602,50,019,951600,3
"26 EDWARD DR LOWELL, VT 05847 ",26,EDWARD DR,LOWELL,VT,05847,-72.456819,44.770506,50,019,951700,1
"367 STRAWBERRY ACRES NEWPORT TOWN, VT 05855 ",367,STRAWBERRY ACRES,NEWPORT TOWN,VT,05855,-72.236704,44.955912,50,019,951600,1
"131 E SALEM DR DERBY, VT 05829 ",131,E   SALEM DR,DERBY,VT,05829,-72.097009,44.921781,50,019,951200,3
"3403 LAKE RD NEWPORT TOWN, VT 05857 ",3403,LAKE RD,NEWPORT TOWN,VT,05857,-72.248386,44.965563,50,019,951600,1
"15 HIGH PINES DR JAY, VT 05859 ",15,HIGH PINES DR,JAY,VT,05859,-72.444108,44.949659,50,019,951600,5
"11 WILSON ST GREENSBORO, VT 05841 ",11,WILSON ST,GREENSBORO,VT,05841,-72.296006,44.575979,50,019,952000,2
"70 CHARBO UNKNOWN 2 DERBY, VT 05829 ",70,CHARBO UNKNOWN 2,DERBY,VT,05829,-72.093393,44.921712,50,019,951200,3
"93 CASWELL AVE DERBY, VT 05830 ",93,CASWELL AVE,DERBY,VT,05830,-72.09767,45.005743,50,019,951200,1
"3740 US ROUTE 5 IRASBURG, VT 05845 ",3740,US ROUTE 5,IRASBURG,VT,05845,-72.261637,44.845681,50,019,951700,2
"160 LOOP RD JAY, VT 05859 ",160,LOOP RD,JAY,VT,05859,-72.431798,44.965405,50,019,951600,5
"858 ELM ST DERBY, VT 05830 ",858,ELM ST,DERBY,VT,05830,-72.118638,45.003632,50,019,951200,1
"1933 BARTON ORLEANS RD BARTON, VT 05822 ",1933,BARTON ORLEANS RD,BARTON,VT,05822,-72.210191,44.770181,50,019,951800,3
"1210 VT ROUTE 105 JAY, VT 05859 ",1210,VT ROUTE 105,JAY,VT,05859,-72.445189,44.969683,50,019,951600,5
"122 ASPENHURST GREENSBORO, VT 05841 ",122,ASPENHURST,GREENSBORO,VT,05841,-72.315274,44.584517,50,019,952000,2
"1044 ARCADIA LN WESTMORE, VT 05871 ",1044,ARCADIA LN,WESTMORE,VT,05871,-72.003589,44.717728,50,019,951900,2
"1211 VT ROUTE 105 CHARLESTON, VT 05872 ",1211,VT ROUTE 105,CHARLESTON,VT,05872,-72.057267,44.897537,50,019,951100,2
"2214 VT ROUTE 5A WESTMORE, VT 05860 ",2214,VT ROUTE 5A,WESTMORE,VT,05860,-72.052926,44.762706,50,019,951900,2
"676 BRUNEAU DR IRASBURG, VT 05860 ",676,BRUNEAU DR,IRASBURG,VT,05860,-72.220605,44.835531,50,019,951700,2
"1166 E ECHO LAKE RD CHARLESTON, VT 05872 ",1166,E   ECHO LAKE RD,CHARLESTON,VT,05872,-71.98143,44.858339,50,019,951100,2
"285 FOXWOOD LN DERBY, VT 05829 ",285,FOXWOOD LN,DERBY,VT,05829,-72.103714,44.971924,50,019,951200,2
"1205 CITY FARM RD NEWPORT TOWN, VT 05855 ",1205,CITY FARM RD,NEWPORT TOWN,VT,05855,-72.244861,44.936,50,019,951600,1
"19 VALENTINE AVE DERBY, VT 05830 ",19,VALENTINE AVE,DERBY,VT,05830,-72.104951,44.998005,50,019,951200,1
"208 BUZZELL W MORGAN, VT 05853 ",208,BUZZELL   W,MORGAN,VT,05853,-72.003505,44.906725,50,019,951100,1
"24 CONCORD AVE NEWPORT CITY, VT 05855 ",24,CONCORD AVE,NEWPORT CITY,VT,05855,-72.196406,44.943406,50,019,951400,1
"3269 BUZZELL RD NEWPORT TOWN, VT 05857 ",3269,BUZZELL RD,NEWPORT TOWN,VT,05857,-72.288367,45.001471,50,019,951600,1
"2319 CREEK RD CRAFTSBURY, VT 05827 ",2319,CREEK RD,CRAFTSBURY,VT,05827,-72.351745,44.665273,50,019,951700,4
"35 JUNIOR HIGH DR DERBY, VT 05829 ",35,JUNIOR HIGH DR,DERBY,VT,05829,-72.131731,44.949767,50,019,951200,2
"2316 W HILL RD CRAFTSBURY, VT 05826 ",2316,W   HILL RD,CRAFTSBURY,VT,05826,-72.42849,44.614918,50,019,951700,4
"1570 WILLOUGHBY LAKE RD BARTON, VT 05822 ",1570,WILLOUGHBY LAKE RD,BARTON,VT,05822,-72.140738,44.763141,50,019,951800,1
"250 GLEN RD NEWPORT CITY, VT 05855 ",250,GLEN RD,NEWPORT CITY,VT,05855,-72.20231,44.933061,50,019,951400,3
"286 BUTLER DR IRASBURG, VT 05845 ",286,BUTLER DR,IRASBURG,VT,05845,-72.255403,44.763284,50,019,951700,2
"2417 VT ROUTE 100 NEWPORT TOWN, VT 05857 ",2417,VT ROUTE 100,NEWPORT TOWN,VT,05857,-72.320804,44.917163,50,019,951600,2
"246 VT ROUTE 105 NEWPORT TOWN, VT 05855 ",246,VT ROUTE 105,NEWPORT TOWN,VT,05855,-72.246026,44.934017,50,019,951600,1
"295 WHISPERING PINES RD DERBY, VT 05855 ",295,WHISPERING PINES RD,DERBY,VT,05855,-72.185483,44.978414,50,019,951300,1
"26 NORTH AVE ORLEANS, VT 05860 ",26,NORTH AVE,ORLEANS,VT,05860,-72.205637,44.811941,50,019,951800,2
"1276 HERRICK RD DERBY, VT 05829 ",1276,HERRICK RD,DERBY,VT,05829,-72.086335,44.990884,50,019,951200,2
"1678 COUNTY RD GLOVER, VT 05875 ",1678,COUNTY RD,GLOVER,VT,05875,-72.255213,44.732016,50,019,952000,1
"5522 VT ROUTE 5A WESTMORE, VT 05860 ",5522,VT ROUTE 5A,WESTMORE,VT,05860,-72.030187,44.719105,50,019,951900,2
"739 RESERVOIR RD GREENSBORO, VT 05841 ",739,RESERVOIR RD,GREENSBORO,VT,05841,-72.295307,44.594035,50,019,952000,2
"251 JONES RD MORGAN, VT 05853 ",251,JONES RD,MORGAN,VT,05853,-72.002152,44.89392,50,019,951100,1
"50 GRAHAM HILL RD JAY, VT 05859 ",50,GRAHAM HILL RD,JAY,VT,05859,-72.458872,44.938325,50,019,951600,5
"748 NELSON HILL RD DERBY, VT 05829 ",748,NELSON HILL RD,DERBY,VT,05829,-72.113099,44.960245,50,019,951200,2
"721 WAYEESES SHR MORGAN, VT 05853 ",721,WAYEESES SHR,MORGAN,VT,05853,-71.986686,44.893191,50,019,951100,1
"1900 PERKINS LN WESTMORE, VT 05860 ",1900,PERKINS LN,WESTMORE,VT,05860,-72.0458,44.803768,50,019,951900,2
"1326 SUNSET DR MORGAN, VT 05872 ",1326,SUNSET DR,MORGAN,VT,05872,-72.040811,44.905653,50,019,951100,1
"405 E SALEM DR DERBY, VT 05829 ",405,E   SALEM DR,DERBY,VT,05829,-72.097162,44.925302,50,019,951200,3
"25 MAIN ST TROY, VT 05859 ",25,MAIN ST,TROY,VT,05859,-72.40272,44.995826,50,019,951600,3
"210 MAY FARM RD BARTON, VT 05822 ",210,MAY FARM RD,BARTON,VT,05822,-72.209751,44.78435,50,019,951800,3
"25 CONCORD AVE NEWPORT CITY, VT 05855 ",25,CONCORD AVE,NEWPORT CITY,VT,05855,-72.196782,44.943461,50,019,951400,1
"313 SARGENTS WAY JAY, VT 05859 ",313,SARGENTS WAY,JAY,VT,05859,-72.456768,44.945628,50,019,951600,5
"2621 THE BEND RD GREENSBORO, VT 05841 ",2621,THE BEND RD,GREENSBORO,VT,05841,-72.294304,44.575364,50,019,952000,2
"178 SUNSET TER DERBY, VT 05830 ",178,SUNSET TER,DERBY,VT,05830,-72.097568,45.003222,50,019,951200,1
"432 STAGECOACH LN HOLLAND, VT 05829 ",432,STAGECOACH LN,HOLLAND,VT,05829,-72.043157,44.958825,50,019,951100,1
"45 BROWNINGTON POND LN BROWNINGTON, VT 05860 ",45,BROWNINGTON POND LN,BROWNINGTON,VT,05860,-72.151544,44.880788,50,019,951900,2
"181 CENTER HILL RD ALBANY, VT 05820 ",181,CENTER HILL RD,ALBANY,VT,05820,-72.370656,44.729681,50,019,951700,3
"555 KING FARM RD CRAFTSBURY, VT 05826 ",555,KING FARM RD,CRAFTSBURY,VT,05826,-72.370981,44.649589,50,019,951700,4
"474 NORTH SHORE RD GREENSBORO, VT 05841 ",474,NORTH SHORE RD,GREENSBORO,VT,05841,-72.321212,44.592198,50,019,952000,2
"248 CAMPBELL RD IRASBURG, VT 05860 ",248,CAMPBELL RD,IRASBURG,VT,05860,-72.246513,44.826273,50,019,951700,2
"29 CHAPUT FARM RD NEWPORT TOWN, VT 05855 ",29,CHAPUT FARM RD,NEWPORT TOWN,VT,05855,-72.241869,44.952855,50,019,951600,1
"215 W GLOVER RD IRASBURG, VT 05845 ",215,W   GLOVER RD,IRASBURG,VT,05845,-72.273216,44.786457,50,019,951700,2
"158 MAIN ST NEWPORT CITY, VT 05855 ",158,MAIN ST,NEWPORT CITY,VT,05855,-72.20956,44.935958,50,019,951500,2
"14 COTTAGE ST NEWPORT CITY, VT 05855 ",14,COTTAGE ST,NEWPORT CITY,VT,05855,-72.212072,44.932431,50,019,951500,1
"244 SAINT LAURENT ST NEWPORT CITY, VT 05855 ",244,SAINT LAURENT ST,NEWPORT CITY,VT,05855,-72.194646,44.957323,50,019,951400,1
"17 PROSPECT ST NEWPORT CITY, VT 05855 ",17,PROSPECT ST,NEWPORT CITY,VT,05855,-72.209345,44.933308,50,019,951500,1
"3843 HUDSON RD CHARLESTON, VT 05872 ",3843,HUDSON RD,CHARLESTON,VT,05872,-72.032905,44.837867,50,019,951100,2
"156 PLEASANT ST NEWPORT CITY, VT 05855 ",156,PLEASANT ST,NEWPORT CITY,VT,05855,-72.214197,44.932766,50,019,951500,1
"139 GAGE RD IRASBURG, VT 05845 ",139,GAGE RD,IRASBURG,VT,05845,-72.298015,44.805791,50,019,951700,2
"829 LAKE RD NEWPORT CITY, VT 05855 ",829,LAKE RD,NEWPORT CITY,VT,05855,-72.22805,44.936914,50,019,951500,2
"188 ELM ST BARTON, VT 05822 ",188,ELM ST,BARTON,VT,05822,-72.184437,44.748948,50,019,951800,3
"299 E MAIN ST NEWPORT CITY, VT 05855 ",299,E   MAIN ST,NEWPORT CITY,VT,05855,-72.197866,44.943192,50,019,951400,1
"228 LEADERSHIP DR CHARLESTON, VT 05846 ",228,LEADERSHIP DR,CHARLESTON,VT,05846,-71.949546,44.82846,50,019,951100,2
"264 PERRON HL GLOVER, VT 05839 ",264,PERRON HL,GLOVER,VT,05839,-72.194856,44.684813,50,019,952000,1
"1764 STEVENS MILL RD JAY, VT 05859 ",1764,STEVENS MILL RD,JAY,VT,05859,-72.49967,44.967281,50,019,951600,5
"132 STRONG RD CRAFTSBURY, VT 05827 ",132,STRONG RD,CRAFTSBURY,VT,05827,-72.380426,44.660596,50,019,951700,4
"292 WHITTIER RD DERBY, VT 05830 ",292,WHITTIER RD,DERBY,VT,05830,-72.060478,44.987311,50,019,951200,2
"1005 VANCE HILL RD NEWPORT TOWN, VT 05857 ",1005,VANCE HILL RD,NEWPORT TOWN,VT,05857,-72.289313,44.958731,50,019,951600,1
"2897 SALEM DERBY RD DERBY, VT 05855 ",2897,SALEM DERBY RD,DERBY,VT,05855,-72.121761,44.898083,50,019,951200,3
"76 PLEASANT ST NEWPORT CITY, VT 05855 ",76,PLEASANT ST,NEWPORT CITY,VT,05855,-72.212861,44.93345,50,019,951500,1
"2413 HATCH BROOK RD CRAFTSBURY, VT 05826 ",2413,HATCH BROOK RD,CRAFTSBURY,VT,05826,-72.462042,44.638283,50,019,951700,4
"365 IRISH HILL RD LOWELL, VT 05847 ",365,IRISH HILL RD,LOWELL,VT,05847,-72.443171,44.793404,50,019,951700,1
"269 CURTIS RD MORGAN, VT 05853 ",269,CURTIS RD,MORGAN,VT,05853,-71.956389,44.902602,50,019,951100,1
"740 BAYLEY HAZEN RD GREENSBORO, VT 05841 ",740,BAYLEY HAZEN RD,GREENSBORO,VT,05841,-72.331711,44.600301,50,019,952000,2
"2406 PEPIN RD BROWNINGTON, VT 05860 ",2406,PEPIN RD,BROWNINGTON,VT,05860,-72.088729,44.822377,50,019,951900,2
"3220 VT ROUTE 14 IRASBURG, VT 05845 ",3220,VT ROUTE 14,IRASBURG,VT,05845,-72.295526,44.819581,50,019,951700,2
"204 CREEK RD IRASBURG, VT 05845 ",204,CREEK RD,IRASBURG,VT,05845,-72.280478,44.799073,50,019,951700,2
"75 TEN MILE SQUARE RD CHARLESTON, VT 05846 ",75,TEN MILE SQUARE RD,CHARLESTON,VT,05846,-71.974192,44.829964,50,019,951100,2
"416 POST RD CRAFTSBURY, VT 05827 ",416,POST RD,CRAFTSBURY,VT,05827,-72.392015,44.662656,50,019,951700,4
"88 DAVIS LN BROWNINGTON, VT 05860 ",88,DAVIS LN,BROWNINGTON,VT,05860,-72.171053,44.823093,50,019,951900,2
"74 HELENE ST NEWPORT CITY, VT 05855 ",74,HELENE ST,NEWPORT CITY,VT,05855,-72.190029,44.950837,50,019,951400,1
"12 CALHOUN RD CHARLESTON, VT 05846 ",12,CALHOUN RD,CHARLESTON,VT,05846,-71.926519,44.833675,50,019,951100,2
"1517 RIVER RD COVENTRY, VT 05860 ",1517,RIVER RD,COVENTRY,VT,05860,-72.204639,44.849779,50,019,951900,1
"817 PHILLIPS RD GLOVER, VT 05875 ",817,PHILLIPS RD,GLOVER,VT,05875,-72.261184,44.707297,50,019,952000,1
"425 W MAIN ST NEWPORT CITY, VT 05855 ",425,W   MAIN ST,NEWPORT CITY,VT,05855,-72.222669,44.934483,50,019,951500,1
"601 LABOUNTY DR IRASBURG, VT 05845 ",601,LABOUNTY DR,IRASBURG,VT,05845,-72.283971,44.76907,50,019,951700,2
"482 ROUTHIER RD TROY, VT 05868 ",482,ROUTHIER RD,TROY,VT,05868,-72.353684,44.920253,50,019,951600,4
"561 STRAWBERRY ACRES NEWPORT TOWN, VT 05855 ",561,STRAWBERRY ACRES,NEWPORT TOWN,VT,05855,-72.234957,44.957903,50,019,951600,1
"170 PELOW HL DERBY, VT 05830 ",170,PELOW HL,DERBY,VT,05830,-72.094694,45.003203,50,019,951200,1
"922 TOWN FARM RD CHARLESTON, VT 05872 ",922,TOWN FARM RD,CHARLESTON,VT,05872,-72.030084,44.827245,50,019,951100,2
"844 IRISH HILL RD LOWELL, VT 05847 ",844,IRISH HILL RD,LOWELL,VT,05847,-72.439643,44.786773,50,019,951700,1
"549 DANE HILL RD CHARLESTON, VT 05872 ",549,DANE HILL RD,CHARLESTON,VT,05872,-72.069107,44.8908,50,019,951100,2
"5473 WILLOUGHBY LAKE RD BARTON, VT 05822 ",5473,WILLOUGHBY LAKE RD,BARTON,VT,05822,-72.084294,44.782064,50,019,951800,1
"186 SMITH DR NEWPORT TOWN, VT 05857 ",186,SMITH DR,NEWPORT TOWN,VT,05857,-72.242226,44.97472,50,019,951600,1
"997 HERRICK RD DERBY, VT 05830 ",997,HERRICK RD,DERBY,VT,05830,-72.087838,44.994875,50,019,951200,2
"259 GLEN RD NEWPORT CITY, VT 05855 ",259,GLEN RD,NEWPORT CITY,VT,05855,-72.201471,44.932664,50,019,951400,3
"38 SCHOOL ST ORLEANS, VT 05860 ",38,SCHOOL ST,ORLEANS,VT,05860,-72.198048,44.809433,50,019,951800,2
"2816 VT ROUTE 105 DERBY, VT 05855 ",2816,VT ROUTE 105,DERBY,VT,05855,-72.099363,44.913684,50,019,951200,3
"700 LAMPHERE RD LOWELL, VT 05847 ",700,LAMPHERE RD,LOWELL,VT,05847,-72.497521,44.781066,50,019,951700,1
"1672 VT ROUTE 5A WESTMORE, VT 05860 ",1672,VT ROUTE 5A,WESTMORE,VT,05860,-72.054608,44.770228,50,019,951900,2
"1380 COLLINSVILLE RD CRAFTSBURY, VT 05826 ",1380,COLLINSVILLE RD,CRAFTSBURY,VT,05826,-72.428849,44.667879,50,019,951700,4
"2211 COOKS RD WESTMORE, VT 05822 ",2211,COOKS RD,WESTMORE,VT,05822,-72.08833,44.759299,50,019,951900,2
"284 SPRUCE ST NEWPORT CITY, VT 05855 ",284,SPRUCE ST,NEWPORT CITY,VT,05855,-72.207882,44.959227,50,019,951500,2
"2142 GUY LOT RD CRAFTSBURY, VT 05826 ",2142,GUY LOT RD,CRAFTSBURY,VT,05826,-72.375605,44.601072,50,019,951700,4
"17 LAFOE GRAY BEACH DR MORGAN, VT 05853 ",17,LAFOE GRAY BEACH DR,MORGAN,VT,05853,-71.980411,44.910415,50,019,951100,1
"201 TWIN BRIDGES RD CHARLESTON, VT 05872 ",201,TWIN BRIDGES RD,CHARLESTON,VT,05872,-71.991559,44.834882,50,019,951100,2
"72 SUMMER ST NEWPORT CITY, VT 05855 ",72,SUMMER ST,NEWPORT CITY,VT,05855,-72.210038,44.934233,50,019,951500,1
"185 COBBLESTONE TRL COVENTRY, VT 05855 ",185,COBBLESTONE TRL,COVENTRY,VT,05855,-72.290654,44.869025,50,019,951900,1
"2912 BURTON HILL RD IRASBURG, VT 05822 ",2912,BURTON HILL RD,IRASBURG,VT,05822,-72.240602,44.770421,50,019,951700,2
"470 CHADBURN DR IRASBURG, VT 05822 ",470,CHADBURN DR,IRASBURG,VT,05822,-72.247288,44.78063,50,019,951700,2
"211 RANDOLPH RD GREENSBORO, VT 05841 ",211,RANDOLPH RD,GREENSBORO,VT,05841,-72.306553,44.573364,50,019,952000,2
"98 JAKE DR JAY, VT 05859 ",98,JAKE DR,JAY,VT,05859,-72.451479,44.98302,50,019,951600,5
"396 BLUFF RD NEWPORT CITY, VT 05855 ",396,BLUFF RD,NEWPORT CITY,VT,05855,-72.202247,44.952384,50,019,951500,2
"71 EASTERN AVE NEWPORT CITY, VT 05855 ",71,EASTERN AVE,NEWPORT CITY,VT,05855,-72.208145,44.933384,50,019,951500,1
"62 RICHARDS DR NEWPORT CITY, VT 05855 ",62,RICHARDS DR,NEWPORT CITY,VT,05855,-72.199952,44.935693,50,019,951400,3
"2682 VT ROUTE 100 NEWPORT TOWN, VT 05857 ",2682,VT ROUTE 100,NEWPORT TOWN,VT,05857,-72.325853,44.918596,50,019,951600,2
"3615 VT ROUTE 105 NEWPORT TOWN, VT 05857 ",3615,VT ROUTE 105,NEWPORT TOWN,VT,05857,-72.299577,44.945016,50,019,951600,2
"225 PAGEANT PARK RD BARTON, VT 05822 ",225,PAGEANT PARK RD,BARTON,VT,05822,-72.163074,44.750009,50,019,951800,1
"202 LAKESIDE LN BARTON, VT 05822 ",202,LAKESIDE LN,BARTON,VT,05822,-72.160752,44.733053,50,019,951800,1
"256 COMMON VIEW DR CRAFTSBURY, VT 05826 ",256,COMMON VIEW DR,CRAFTSBURY,VT,05826,-72.407298,44.657438,50,019,951700,4
"3422 US ROUTE 5 DERBY, VT 05829 ",3422,US ROUTE 5,DERBY,VT,05829,-72.136667,44.953573,50,019,951300,1
"4 SHATTUCK HILL RD DERBY, VT 05855 ",4,SHATTUCK HILL RD,DERBY,VT,05855,-72.167211,44.95402,50,019,951300,1
"796 GREEN HILL RD LOWELL, VT 05847 ",796,GREEN HILL RD,LOWELL,VT,05847,-72.479648,44.833903,50,019,951700,1
"269 JACKSON ST NEWPORT CITY, VT 05855 ",269,JACKSON ST,NEWPORT CITY,VT,05855,-72.193529,44.948638,50,019,951400,1
"222 OLD HEIGHTS RD GLOVER, VT 05839 ",222,OLD HEIGHTS RD,GLOVER,VT,05839,-72.186538,44.690345,50,019,952000,1
"465 DUPUIS DR IRASBURG, VT 05845 ",465,DUPUIS DR,IRASBURG,VT,05845,-72.327819,44.819924,50,019,951700,2
"545 BIRCH POINT RD MORGAN, VT 05872 ",545,BIRCH POINT RD,MORGAN,VT,05872,-71.968601,44.874681,50,019,951100,1
"447 ELLIOTT ACRES RD MORGAN, VT 05853 ",447,ELLIOTT ACRES RD,MORGAN,VT,05853,-71.969261,44.88335,50,019,951100,1
"2473 VT ROUTE 105 E TROY, VT 05859 ",2473,VT ROUTE 105   E,TROY,VT,05859,-72.341866,44.980565,50,019,951600,3
"46 RAILROAD AVE ORLEANS, VT 05860 ",46,RAILROAD AVE,ORLEANS,VT,05860,-72.203083,44.807222,50,019,951800,2
"935 KING FARM RD CRAFTSBURY, VT 05826 ",935,KING FARM RD,CRAFTSBURY,VT,05826,-72.373187,44.654992,50,019,951700,4
"2275 VT ROUTE 111 DERBY, VT 05829 ",2275,VT ROUTE 111,DERBY,VT,05829,-72.093963,44.939818,50,019,951200,2
"499 INGERSOLL LN BARTON, VT 05822 ",499,INGERSOLL LN,BARTON,VT,05822,-72.198484,44.730672,50,019,951800,3
"1949 TICEHURST RD BROWNINGTON, VT 05860 ",1949,TICEHURST RD,BROWNINGTON,VT,05860,-72.115408,44.839706,50,019,951900,2
"89 BELLWATER AVE BARTON, VT 05822 ",89,BELLWATER AVE,BARTON,VT,05822,-72.173234,44.746965,50,019,951800,1
"3645 HINMAN SETTLER RD BROWNINGTON, VT 05860 ",3645,HINMAN SETTLER RD,BROWNINGTON,VT,05860,-72.160625,44.865982,50,019,951900,2
"240 EAST ST ORLEANS, VT 05860 ",240,EAST ST,ORLEANS,VT,05860,-72.192645,44.812898,50,019,951800,2
"2922 COVENTRY STATION RD COVENTRY, VT 05855 ",2922,COVENTRY STATION RD,COVENTRY,VT,05855,-72.204022,44.870967,50,019,951900,1
"120 MAIN ST ORLEANS, VT 05860 ",120,MAIN ST,ORLEANS,VT,05860,-72.205683,44.809002,50,019,951800,2
"346 WHITEHILL LOOP MORGAN, VT 05853 ",346,WHITEHILL LOOP,MORGAN,VT,05853,-71.930402,44.861314,50,019,951100,1
"213 ROUTHIER RD TROY, VT 05868 ",213,ROUTHIER RD,TROY,VT,05868,-72.357617,44.916282,50,019,951600,4
"796 CHASE RD BROWNINGTON, VT 05860 ",796,CHASE RD,BROWNINGTON,VT,05860,-72.135308,44.811418,50,019,951900,2
"291 GLOVER RD BARTON, VT 05822 ",291,GLOVER RD,BARTON,VT,05822,-72.180713,44.744043,50,019,951800,3
"195 MAIN ST COVENTRY, VT 05825 ",195,MAIN ST,COVENTRY,VT,05825,-72.263924,44.865825,50,019,951900,1
"63 HINMAN ST NEWPORT CITY, VT 05855 ",63,HINMAN ST,NEWPORT CITY,VT,05855,-72.200967,44.933103,50,019,951400,3
"768 NORTH SHORE RD HOLLAND, VT 05830 ",768,NORTH SHORE RD,HOLLAND,VT,05830,-71.934327,44.992219,50,019,951100,1
"4998 MINES RD LOWELL, VT 05847 ",4998,MINES RD,LOWELL,VT,05847,-72.52164,44.760548,50,019,951700,1
"3 B ST DERBY, VT 05829 ",3,B ST,DERBY,VT,05829,-72.122458,44.962477,50,019,951200,2
