address_full,number,street,city,state,zip,lon,lat,statefp,countyfp,tractce,blkgrpce,geoid_bg,NAME,population,addresses_in_bg,addresses_per_person,population_weight
"88 BAGLEY ST SAINT JOHNSBURY, VT 05819 ",88,BAGLEY ST,SAINT JOHNSBURY,VT,5819,-72.015656,44.422348,50,5,957400,2,500059574002,Block Group 2; Census Tract 9574; Caledonia County; Vermont,814,432,0.5307125307125307,1.8842592592592593
"1743 SLATE LEDGE RD WATERFORD, VT 05819 ",1743,SLATE LEDGE RD,WATERFORD,VT,5819,-71.954489,44.396747,50,5,957900,1,500059579001,Block Group 1; Census Tract 9579; Caledonia County; Vermont,1482,736,0.4966261808367072,2.0135869565217392
"16 GUS RUN LYNDON, VT 05851 ",16,GUS RUN,LYNDON,VT,5851,-71.985498,44.539037,50,5,957200,1,500059572001,Block Group 1; Census Tract 9572; Caledonia County; Vermont,923,524,0.5677139761646804,1.7614503816793894
"6001 MEMORIAL DR LYNDON, VT 05851 ",6001,MEMORIAL DR,LYNDON,VT,5851,-72.011165,44.513683,50,5,957300,3,500059573003,Block Group 3; Census Tract 9573; Caledonia County; Vermont,1610,534,0.3316770186335404,3.0149812734082397
"908 CENTER ST LYNDON, VT 05851 ",908,CENTER ST,LYNDON,VT,5851,-72.004611,44.533585,50,5,957300,2,500059573002,Block Group 2; Census Tract 9573; Caledonia County; Vermont,597,250,0.4187604690117253,2.388
"174 CLIFF ST SAINT JOHNSBURY, VT 05819 ",174,CLIFF ST,SAINT JOHNSBURY,VT,5819,-72.023974,44.421676,50,5,957400,3,500059574003,Block Group 3; Census Tract 9574; Caledonia County; Vermont,1073,302,0.2814538676607642,3.552980132450331
"227 VT ROUTE 14 S HARDWICK, VT 05843 ",227,VT ROUTE 14  S,HARDWICK,VT,5843,-72.372807,44.49342,50,5,957700,2,500059577002,Block Group 2; Census Tract 9577; Caledonia County; Vermont,1221,685,0.561015561015561,1.7824817518248175
"135 CAHOON FARM RD WALDEN, VT 05873 ",135,CAHOON FARM RD,WALDEN,VT,5873,-72.21924,44.452919,50,5,957000,2,500059570002,Block Group 2; Census Tract 9570; Caledonia County; Vermont,1049,714,0.680648236415634,1.4691876750700281
"157 WILLOUGHBY WAY LYNDON, VT 05851 ",157,WILLOUGHBY WAY,LYNDON,VT,5851,-71.970036,44.577732,50,5,957200,2,500059572002,Block Group 2; Census Tract 9572; Caledonia County; Vermont,1529,741,0.48463047743623283,2.0634278002699054
"970 COMERFORD DAM RD BARNET, VT 05821 ",970,COMERFORD DAM RD,BARNET,VT,5821,-72.026624,44.323316,50,5,957900,2,500059579002,Block Group 2; Census Tract 9579; Caledonia County; Vermont,977,729,0.7461617195496417,1.3401920438957475
"262 SHERBURNE PL LYNDON, VT 05851 ",262,SHERBURNE PL,LYNDON,VT,5851,-72.006484,44.566582,50,5,957300,1,500059573001,Block Group 1; Census Tract 9573; Caledonia County; Vermont,905,371,0.40994475138121544,2.439353099730458
"1199 GOSS HILL RD BARNET, VT 05821 ",1199,GOSS HILL RD,BARNET,VT,5821,-72.090815,44.330486,50,5,957900,2,500059579002,Block Group 2; Census Tract 9579; Caledonia County; Vermont,977,729,0.7461617195496417,1.3401920438957475
"134 HIGH ST HARDWICK, VT 05843 ",134,HIGH ST,HARDWICK,VT,5843,-72.361144,44.506231,50,5,957700,1,500059577001,Block Group 1; Census Tract 9577; Caledonia County; Vermont,1729,888,0.5135916714864083,1.947072072072072
"261 SUMMER ST SAINT JOHNSBURY, VT 05819 ",261,SUMMER ST,SAINT JOHNSBURY,VT,5819,-72.023219,44.419418,50,5,957400,3,500059574003,Block Group 3; Census Tract 9574; Caledonia County; Vermont,1073,302,0.2814538676607642,3.552980132450331
"425 PEARL ST SAINT JOHNSBURY, VT 05819 ",425,PEARL ST,SAINT JOHNSBURY,VT,5819,-72.016844,44.419624,50,5,957400,2,500059574002,Block Group 2; Census Tract 9574; Caledonia County; Vermont,814,432,0.5307125307125307,1.8842592592592593
"1906 CREPEAULT HILL RD SAINT JOHNSBURY, VT 05819 ",1906,CREPEAULT HILL RD,SAINT JOHNSBURY,VT,5819,-72.054615,44.474352,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"211 HALL FARM LN NEWARK, VT 05871 ",211,HALL FARM LN,NEWARK,VT,5871,-71.955054,44.676837,50,5,957000,1,500059570001,Block Group 1; Census Tract 9570; Caledonia County; Vermont,1475,1249,0.8467796610169491,1.1809447558046438
"1380 COTTON RD LYNDON, VT 05851 ",1380,COTTON RD,LYNDON,VT,5851,-72.056558,44.555784,50,5,957300,3,500059573003,Block Group 3; Census Tract 9573; Caledonia County; Vermont,1610,534,0.3316770186335404,3.0149812734082397
"2379 MCDOWELL RD DANVILLE, VT 05828 ",2379,MCDOWELL RD,DANVILLE,VT,5828,-72.122789,44.490488,50,5,957600,1,500059576001,Block Group 1; Census Tract 9576; Caledonia County; Vermont,1296,1025,0.7908950617283951,1.264390243902439
"51 ADAMS DR SAINT JOHNSBURY, VT 05819 ",51,ADAMS DR,SAINT JOHNSBURY,VT,5819,-72.010735,44.412453,50,5,957500,3,500059575003,Block Group 3; Census Tract 9575; Caledonia County; Vermont,1485,435,0.29292929292929293,3.413793103448276
"443 US ROUTE 2 W DANVILLE, VT 05828 ",443,US ROUTE 2  W,DANVILLE,VT,5828,-72.148663,44.409941,50,5,957600,2,500059576002,Block Group 2; Census Tract 9576; Caledonia County; Vermont,1038,637,0.6136801541425819,1.629513343799058
"33 SECOND ST SAINT JOHNSBURY, VT 05819 ",33,SECOND ST,SAINT JOHNSBURY,VT,5819,-72.012207,44.464543,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"613 ONION PT PEACHAM, VT 05862 ",613,ONION PT,PEACHAM,VT,5862,-72.265969,44.332044,50,5,957800,1,500059578001,Block Group 1; Census Tract 9578; Caledonia County; Vermont,803,630,0.7845579078455791,1.2746031746031745
"2101 OLD COUNTY RD S WATERFORD, VT 05819 ",2101,OLD COUNTY RD S,WATERFORD,VT,5819,-71.898947,44.381556,50,5,957900,1,500059579001,Block Group 1; Census Tract 9579; Caledonia County; Vermont,1482,736,0.4966261808367072,2.0135869565217392
"64 SUNNY BEACH LN BARNET, VT 05821 ",64,SUNNY BEACH LN,BARNET,VT,5821,-72.141412,44.304613,50,5,957900,3,500059579003,Block Group 3; Census Tract 9579; Caledonia County; Vermont,557,689,1.236983842010772,0.8084179970972424
"2123 VT ROUTE 16 HARDWICK, VT 05836 ",2123,VT ROUTE 16,HARDWICK,VT,5836,-72.299631,44.522447,50,5,957700,1,500059577001,Block Group 1; Census Tract 9577; Caledonia County; Vermont,1729,888,0.5135916714864083,1.947072072072072
"129 HARVEY ST SAINT JOHNSBURY, VT 05819 ",129,HARVEY ST,SAINT JOHNSBURY,VT,5819,-72.024784,44.425613,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"427 VT ROUTE 114 BURKE, VT 05832 ",427,VT ROUTE 114,BURKE,VT,5832,-71.945575,44.588285,50,5,957100,2,500059571002,Block Group 2; Census Tract 9571; Caledonia County; Vermont,1397,859,0.6148890479599141,1.6263096623981375
"1033 HIGGINS HILL RD SAINT JOHNSBURY, VT 05819 ",1033,HIGGINS HILL RD,SAINT JOHNSBURY,VT,5819,-71.973712,44.421018,50,5,957500,3,500059575003,Block Group 3; Census Tract 9575; Caledonia County; Vermont,1485,435,0.29292929292929293,3.413793103448276
"1223 SCOTT HWY GROTON, VT 05046 ",1223,SCOTT HWY,GROTON,VT,5046,-72.192829,44.209694,50,5,957800,2,500059578002,Block Group 2; Census Tract 9578; Caledonia County; Vermont,1093,1125,1.029277218664227,0.9715555555555555
"2354 N BAYLEY HAZEN RD RYEGATE, VT 05042 ",2354,N  BAYLEY HAZEN RD,RYEGATE,VT,5042,-72.113044,44.240389,50,5,957800,3,500059578003,Block Group 3; Census Tract 9578; Caledonia County; Vermont,1103,734,0.6654578422484134,1.502724795640327
"1198 INDUSTRIAL PKWY SAINT JOHNSBURY, VT 05819 ",1198,INDUSTRIAL PKWY,SAINT JOHNSBURY,VT,5819,-72.015735,44.494652,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"3563 HALL RD RYEGATE, VT 05046 ",3563,HALL RD,RYEGATE,VT,5046,-72.162869,44.235874,50,5,957800,3,500059578003,Block Group 3; Census Tract 9578; Caledonia County; Vermont,1103,734,0.6654578422484134,1.502724795640327
"892 OLD MAN MOUNTAIN RD SAINT JOHNSBURY, VT 05819 ",892,OLD MAN MOUNTAIN RD,SAINT JOHNSBURY,VT,5819,-72.063578,44.503628,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"78 AVENUE C SAINT JOHNSBURY, VT 05819 ",78,AVENUE C,SAINT JOHNSBURY,VT,5819,-72.004403,44.479497,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"2059 SCOTT HWY GROTON, VT 05046 ",2059,SCOTT HWY,GROTON,VT,5046,-72.208669,44.213645,50,5,957800,2,500059578002,Block Group 2; Census Tract 9578; Caledonia County; Vermont,1093,1125,1.029277218664227,0.9715555555555555
"159 CENTRAL ST SAINT JOHNSBURY, VT 05819 ",159,CENTRAL ST,SAINT JOHNSBURY,VT,5819,-72.023962,44.419795,50,5,957400,3,500059574003,Block Group 3; Census Tract 9574; Caledonia County; Vermont,1073,302,0.2814538676607642,3.552980132450331
"970 MEMORIAL DR SAINT JOHNSBURY, VT 05819 ",970,MEMORIAL DR,SAINT JOHNSBURY,VT,5819,-72.015354,44.446495,50,5,957500,2,500059575002,Block Group 2; Census Tract 9575; Caledonia County; Vermont,824,362,0.4393203883495146,2.276243093922652
"3253 US ROUTE 2 W DANVILLE, VT 05873 ",3253,US ROUTE 2   W,DANVILLE,VT,5873,-72.203717,44.406626,50,5,957600,2,500059576002,Block Group 2; Census Tract 9576; Caledonia County; Vermont,1038,637,0.6136801541425819,1.629513343799058
"1023 PUDDING HILL RD LYNDON, VT 05851 ",1023,PUDDING HILL RD,LYNDON,VT,5851,-72.017564,44.556879,50,5,957300,1,500059573001,Block Group 1; Census Tract 9573; Caledonia County; Vermont,905,371,0.40994475138121544,2.439353099730458
"1369 MAPLE RIDGE RD NEWARK, VT 05871 ",1369,MAPLE RIDGE RD,NEWARK,VT,5871,-71.927548,44.669476,50,5,957000,1,500059570001,Block Group 1; Census Tract 9570; Caledonia County; Vermont,1475,1249,0.8467796610169491,1.1809447558046438
"845 MORSES MILL RD DANVILLE, VT 05819 ",845,MORSES MILL RD,DANVILLE,VT,5819,-72.077349,44.376724,50,5,957600,2,500059576002,Block Group 2; Census Tract 9576; Caledonia County; Vermont,1038,637,0.6136801541425819,1.629513343799058
"1558 NEWARK ST NEWARK, VT 05871 ",1558,NEWARK ST,NEWARK,VT,5871,-71.949334,44.691209,50,5,957000,1,500059570001,Block Group 1; Census Tract 9570; Caledonia County; Vermont,1475,1249,0.8467796610169491,1.1809447558046438
"757 MARSHALL NEWLAND RD BURKE, VT 05832 ",757,MARSHALL NEWLAND RD,BURKE,VT,5832,-71.915696,44.626066,50,5,957100,2,500059571002,Block Group 2; Census Tract 9571; Caledonia County; Vermont,1397,859,0.6148890479599141,1.6263096623981375
"424 GILMAN RD LYNDON, VT 05851 ",424,GILMAN RD,LYNDON,VT,5851,-72.016426,44.545321,50,5,957300,1,500059573001,Block Group 1; Census Tract 9573; Caledonia County; Vermont,905,371,0.40994475138121544,2.439353099730458
"892 ONION PT PEACHAM, VT 05862 ",892,ONION PT,PEACHAM,VT,5862,-72.266824,44.328901,50,5,957800,1,500059578001,Block Group 1; Census Tract 9578; Caledonia County; Vermont,803,630,0.7845579078455791,1.2746031746031745
"752 MORRISON HILL RD PEACHAM, VT 05821 ",752,MORRISON HILL RD,PEACHAM,VT,5821,-72.11918,44.340868,50,5,957800,1,500059578001,Block Group 1; Census Tract 9578; Caledonia County; Vermont,803,630,0.7845579078455791,1.2746031746031745
"43 W COLDWATER BROOK RD GROTON, VT 05046 ",43,W   COLDWATER BROOK RD,GROTON,VT,5046,-72.264145,44.283302,50,5,957800,2,500059578002,Block Group 2; Census Tract 9578; Caledonia County; Vermont,1093,1125,1.029277218664227,0.9715555555555555
"295 DEER CREEK LN SAINT JOHNSBURY, VT 05819 ",295,DEER CREEK LN,SAINT JOHNSBURY,VT,5819,-72.003144,44.484551,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"148 EASTERN AVE SAINT JOHNSBURY, VT 05819 ",148,EASTERN AVE,SAINT JOHNSBURY,VT,5819,-72.018592,44.418766,50,5,957400,2,500059574002,Block Group 2; Census Tract 9574; Caledonia County; Vermont,814,432,0.5307125307125307,1.8842592592592593
"2183 SCHOOLHOUSE RD NEWARK, VT 05871 ",2183,SCHOOLHOUSE RD,NEWARK,VT,5871,-71.962937,44.692358,50,5,957000,1,500059570001,Block Group 1; Census Tract 9570; Caledonia County; Vermont,1475,1249,0.8467796610169491,1.1809447558046438
"4525 BURKE HOLLOW RD BURKE, VT 05871 ",4525,BURKE HOLLOW RD,BURKE,VT,5871,-71.974748,44.639223,50,5,957100,1,500059571001,Block Group 1; Census Tract 9571; Caledonia County; Vermont,653,581,0.889739663093415,1.1239242685025816
"40 W HILL RD SAINT JOHNSBURY, VT 05819 ",40,W   HILL RD,SAINT JOHNSBURY,VT,5819,-72.026294,44.394211,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"75 MILL ST HARDWICK, VT 05843 ",75,MILL ST,HARDWICK,VT,5843,-72.364707,44.504383,50,5,957700,1,500059577001,Block Group 1; Census Tract 9577; Caledonia County; Vermont,1729,888,0.5135916714864083,1.947072072072072
"1174 ONEIDA RD DANVILLE, VT 05828 ",1174,ONEIDA RD,DANVILLE,VT,5828,-72.161698,44.397678,50,5,957600,2,500059576002,Block Group 2; Census Tract 9576; Caledonia County; Vermont,1038,637,0.6136801541425819,1.629513343799058
"624 MOONEY RD SAINT JOHNSBURY, VT 05819 ",624,MOONEY RD,SAINT JOHNSBURY,VT,5819,-72.025876,44.446389,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"131 RED BARN RD DANVILLE, VT 05828 ",131,RED BARN RD,DANVILLE,VT,5828,-72.110671,44.429494,50,5,957600,1,500059576001,Block Group 1; Census Tract 9576; Caledonia County; Vermont,1296,1025,0.7908950617283951,1.264390243902439
"35 VALLEY ST SAINT JOHNSBURY, VT 05819 ",35,VALLEY ST,SAINT JOHNSBURY,VT,5819,-72.023941,44.414136,50,5,957400,3,500059574003,Block Group 3; Census Tract 9574; Caledonia County; Vermont,1073,302,0.2814538676607642,3.552980132450331
"72 LEVI POND RD GROTON, VT 05046 ",72,LEVI POND RD,GROTON,VT,5046,-72.219886,44.249814,50,5,957800,2,500059578002,Block Group 2; Census Tract 9578; Caledonia County; Vermont,1093,1125,1.029277218664227,0.9715555555555555
"92 COOLIDGE CIR SAINT JOHNSBURY, VT 05819 ",92,COOLIDGE CIR,SAINT JOHNSBURY,VT,5819,-72.001321,44.429851,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"3095 VT ROUTE 18 WATERFORD, VT 05819 ",3095,VT ROUTE 18,WATERFORD,VT,5819,-71.921316,44.396506,50,5,957900,1,500059579001,Block Group 1; Census Tract 9579; Caledonia County; Vermont,1482,736,0.4966261808367072,2.0135869565217392
"2591 VT ROUTE 16 HARDWICK, VT 05836 ",2591,VT ROUTE 16,HARDWICK,VT,5836,-72.289875,44.525772,50,5,957700,1,500059577001,Block Group 1; Census Tract 9577; Caledonia County; Vermont,1729,888,0.5135916714864083,1.947072072072072
"2567 BARNET CENTER RD BARNET, VT 05819 ",2567,BARNET CENTER RD,BARNET,VT,5819,-72.062516,44.337652,50,5,957900,2,500059579002,Block Group 2; Census Tract 9579; Caledonia County; Vermont,977,729,0.7461617195496417,1.3401920438957475
"570 SUNRISE DR GROTON, VT 05046 ",570,SUNRISE DR,GROTON,VT,5046,-72.270238,44.27453,50,5,957800,2,500059578002,Block Group 2; Census Tract 9578; Caledonia County; Vermont,1093,1125,1.029277218664227,0.9715555555555555
"7123 S WHEELOCK RD WHEELOCK, VT 05851 ",7123,S   WHEELOCK RD,WHEELOCK,VT,5851,-72.128502,44.545276,50,5,957000,3,500059570003,Block Group 3; Census Tract 9570; Caledonia County; Vermont,1603,1328,0.8284466625077979,1.207078313253012
"119 PARK AVE LYNDON, VT 05851 ",119,PARK AVE,LYNDON,VT,5851,-72.006859,44.536114,50,5,957300,2,500059573002,Block Group 2; Census Tract 9573; Caledonia County; Vermont,597,250,0.4187604690117253,2.388
"1195 LYNBURKE RD LYNDON, VT 05851 ",1195,LYNBURKE RD,LYNDON,VT,5851,-71.995346,44.559955,50,5,957300,1,500059573001,Block Group 1; Census Tract 9573; Caledonia County; Vermont,905,371,0.40994475138121544,2.439353099730458
"0 FAIRGROUNDS RD LYNDON, VT 05851 ",0,FAIRGROUNDS RD,LYNDON,VT,5851,-71.994138,44.54373,50,5,957200,2,500059572002,Block Group 2; Census Tract 9572; Caledonia County; Vermont,1529,741,0.48463047743623283,2.0634278002699054
"55 PAPERMILL RD RYEGATE, VT 05042 ",55,PAPERMILL RD,RYEGATE,VT,5042,-72.062834,44.204869,50,5,957800,3,500059578003,Block Group 3; Census Tract 9578; Caledonia County; Vermont,1103,734,0.6654578422484134,1.502724795640327
"3039 ONEIDA RD DANVILLE, VT 05828 ",3039,ONEIDA RD,DANVILLE,VT,5828,-72.189138,44.401472,50,5,957600,2,500059576002,Block Group 2; Census Tract 9576; Caledonia County; Vermont,1038,637,0.6136801541425819,1.629513343799058
"376 BROAD ST LYNDON, VT 05851 ",376,BROAD ST,LYNDON,VT,5851,-72.000499,44.524912,50,5,957200,2,500059572002,Block Group 2; Census Tract 9572; Caledonia County; Vermont,1529,741,0.48463047743623283,2.0634278002699054
"136 WOODBURY LN LYNDON, VT 05851 ",136,WOODBURY LN,LYNDON,VT,5851,-71.988139,44.586028,50,5,957300,1,500059573001,Block Group 1; Census Tract 9573; Caledonia County; Vermont,905,371,0.40994475138121544,2.439353099730458
"40 AVENUE B SAINT JOHNSBURY, VT 05819 ",40,AVENUE B,SAINT JOHNSBURY,VT,5819,-72.00338,44.479656,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"789 BEAN POND RD WHEELOCK, VT 05851 ",789,BEAN POND RD,WHEELOCK,VT,5851,-72.074153,44.549407,50,5,957000,3,500059570003,Block Group 3; Census Tract 9570; Caledonia County; Vermont,1603,1328,0.8284466625077979,1.207078313253012
"651 TRESTLE RD DANVILLE, VT 05828 ",651,TRESTLE RD,DANVILLE,VT,5828,-72.078098,44.424656,50,5,957600,2,500059576002,Block Group 2; Census Tract 9576; Caledonia County; Vermont,1038,637,0.6136801541425819,1.629513343799058
"104 DANIELS FARM RD WATERFORD, VT 05819 ",104,DANIELS FARM RD,WATERFORD,VT,5819,-71.947132,44.390573,50,5,957900,1,500059579001,Block Group 1; Census Tract 9579; Caledonia County; Vermont,1482,736,0.4966261808367072,2.0135869565217392
"6682 VT ROUTE 15 WALDEN, VT 05843 ",6682,VT ROUTE 15,WALDEN,VT,5843,-72.268914,44.465656,50,5,957000,2,500059570002,Block Group 2; Census Tract 9570; Caledonia County; Vermont,1049,714,0.680648236415634,1.4691876750700281
"2620 CENTER RD HARDWICK, VT 05843 ",2620,CENTER RD,HARDWICK,VT,5843,-72.328686,44.538163,50,5,957700,1,500059577001,Block Group 1; Census Tract 9577; Caledonia County; Vermont,1729,888,0.5135916714864083,1.947072072072072
"3660 W BARNET RD BARNET, VT 05821 ",3660,W   BARNET RD,BARNET,VT,5821,-72.123383,44.309866,50,5,957900,2,500059579002,Block Group 2; Census Tract 9579; Caledonia County; Vermont,977,729,0.7461617195496417,1.3401920438957475
"0 ANDERSON ST BARNET, VT 05821 ",0,ANDERSON ST,BARNET,VT,5821,-72.048893,44.298884,50,5,957900,2,500059579002,Block Group 2; Census Tract 9579; Caledonia County; Vermont,977,729,0.7461617195496417,1.3401920438957475
"1979 GASKELL HILL RD BURKE, VT 05871 ",1979,GASKELL HILL RD,BURKE,VT,5871,-71.986162,44.618811,50,5,957100,1,500059571001,Block Group 1; Census Tract 9571; Caledonia County; Vermont,653,581,0.889739663093415,1.1239242685025816
"284 SAND HILL RD SHEFFIELD, VT 05866 ",284,SAND HILL RD,SHEFFIELD,VT,5866,-72.167694,44.663251,50,5,957000,3,500059570003,Block Group 3; Census Tract 9570; Caledonia County; Vermont,1603,1328,0.8284466625077979,1.207078313253012
"26 WINCHESTER RD STANNARD, VT 05842 ",26,WINCHESTER RD,STANNARD,VT,5842,-72.222216,44.554095,50,5,957000,3,500059570003,Block Group 3; Census Tract 9570; Caledonia County; Vermont,1603,1328,0.8284466625077979,1.207078313253012
"594 NEW BOSTON RD SAINT JOHNSBURY, VT 05819 ",594,NEW BOSTON RD,SAINT JOHNSBURY,VT,5819,-72.005379,44.473167,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"11 SMITH ST RYEGATE, VT 05069 ",11,SMITH ST,RYEGATE,VT,5069,-72.141779,44.18911,50,5,957800,3,500059578003,Block Group 3; Census Tract 9578; Caledonia County; Vermont,1103,734,0.6654578422484134,1.502724795640327
"0 BURKE GREEN RD BURKE, VT 05832 ",0,BURKE GREEN RD,BURKE,VT,5832,-71.938172,44.619582,50,5,957100,1,500059571001,Block Group 1; Census Tract 9571; Caledonia County; Vermont,653,581,0.889739663093415,1.1239242685025816
"139 RAY AVE LYNDON, VT 05851 ",139,RAY AVE,LYNDON,VT,5851,-71.992577,44.53096,50,5,957200,2,500059572002,Block Group 2; Census Tract 9572; Caledonia County; Vermont,1529,741,0.48463047743623283,2.0634278002699054
"1036 KIDDER RD WATERFORD, VT 05819 ",1036,KIDDER RD,WATERFORD,VT,5819,-71.942137,44.37296,50,5,957900,1,500059579001,Block Group 1; Census Tract 9579; Caledonia County; Vermont,1482,736,0.4966261808367072,2.0135869565217392
"1986 FELLOWS RD DANVILLE, VT 05828 ",1986,FELLOWS RD,DANVILLE,VT,5828,-72.170118,44.456745,50,5,957600,1,500059576001,Block Group 1; Census Tract 9576; Caledonia County; Vermont,1296,1025,0.7908950617283951,1.264390243902439
"850 BREEZY HILL RD SAINT JOHNSBURY, VT 05819 ",850,BREEZY HILL RD,SAINT JOHNSBURY,VT,5819,-72.005397,44.446638,50,5,957500,1,500059575001,Block Group 1; Census Tract 9575; Caledonia County; Vermont,1444,876,0.6066481994459834,1.6484018264840183
"479 CROSS AVE SAINT JOHNSBURY, VT 05819 ",479,CROSS AVE,SAINT JOHNSBURY,VT,5819,-72.011641,44.453112,50,5,957500,2,500059575002,Block Group 2; Census Tract 9575; Caledonia County; Vermont,824,362,0.4393203883495146,2.276243093922652
"285 WOODLAND RD WATERFORD, VT 05819 ",285,WOODLAND RD,WATERFORD,VT,5819,-71.936952,44.386133,50,5,957900,1,500059579001,Block Group 1; Census Tract 9579; Caledonia County; Vermont,1482,736,0.4966261808367072,2.0135869565217392
"1071 W HILL RD SAINT JOHNSBURY, VT 05819 ",1071,W   HILL RD,SAINT JOHNSBURY,VT,5819,-72.038979,44.397874,50,5,957400,1,500059574001,Block Group 1; Census Tract 9574; Caledonia County; Vermont,1738,666,0.383199079401611,2.6096096096096097
"111 WOODLAND LN BARNET, VT 05821 ",111,WOODLAND LN,BARNET,VT,5821,-72.143592,44.287226,50,5,957900,3,500059579003,Block Group 3; Census Tract 9579; Caledonia County; Vermont,557,689,1.236983842010772,0.8084179970972424
