lat,lon,county_name,city,address_full,min_drive_minutes
44.926595,-72.223923,Orleans,NEWPORT CITY,"1190 COVENTRY ST NEWPORT CITY, VT 05855 ",8.866666666666667
44.292288,-72.490116,Washington,EAST MONTPELIER,"1138 SNOW HILL RD EAST MONTPELIER, VT 05651 ",8.55
44.634053,-72.623626,Lamoille,HYDE PARK,"37 WHITCOMB ISLAND RD HYDE PARK, VT 05655 ",9.133333333333333
44.452959,-72.013551,Caledonia,SAINT JOHNSBURY,"42 PINEWOOD DR SAINT JOHNSBURY, VT 05819 ",10.733333333333333
44.665903,-71.893456,Caledonia,NEWARK,"120 E HILL RD NEWARK, VT 05871 ",19.8
44.288565,-72.143812,Caledonia,BARNET,"0 WOODLAND LN BARNET, VT 05821 ",23.766666666666666
44.391123,-72.443433,Washington,CALAIS,"10 FOSTER HILL RD CALAIS, VT 05650 ",16.766666666666666
44.185462,-72.838244,Washington,WAITSFIELD,"27 MAD RIVER CANOE RD WAITSFIELD, VT 05673 ",5.1
44.782002,-72.621526,Lamoille,BELVIDERE,"1105 VT ROUTE 118 N BELVIDERE, VT 05442 ",25.516666666666666
44.342855,-72.840913,Washington,DUXBURY,"216 MAPLE ST DUXBURY, VT 05676 ",23.283333333333335
44.984158,-72.180213,Orleans,DERBY,"9 LAKEVIEW DR DERBY, VT 05855 ",6.116666666666666
44.922537,-71.928654,Orleans,MORGAN,"3169 IP RD MORGAN, VT 05853 ",28.95
44.597871,-72.807153,Lamoille,CAMBRIDGE,"3254 VT ROUTE 108 S CAMBRIDGE, VT 05464 ",10.516666666666667
44.349424,-72.739704,Washington,WATERBURY,"141 LAUREL LN WATERBURY, VT 05676 ",12.45
44.479318,-72.131313,Caledonia,DANVILLE,"391 POPE BROOK RD DANVILLE, VT 05828 ",20.85
44.956536,-72.268623,Orleans,NEWPORT TOWN,"272 GIBBS RD NEWPORT TOWN, VT 05857 ",17.25
44.195279,-72.685019,Washington,MORETOWN,"6136 MORETOWN MOUNTAIN RD MORETOWN, VT 05663 ",8.366666666666667
44.812762,-72.160068,Orleans,BROWNINGTON,"221 CENTER RD BROWNINGTON, VT 05860 ",10.983333333333333
44.415811,-72.562837,Washington,WORCESTER,"85 CARLSON RD WORCESTER, VT 05682 ",31.916666666666668
44.729065,-72.584244,Lamoille,EDEN,"51 BOULDER LN EDEN, VT 05652 ",21.85
44.608862,-72.64713,Lamoille,JOHNSON,"3 VT ROUTE 15 E JOHNSON, VT 05656 ",6.566666666666666
44.417275,-71.999754,Caledonia,SAINT JOHNSBURY,"74 PARKER AVE SAINT JOHNSBURY, VT 05819 ",5.15
44.493286,-71.912952,Caledonia,KIRBY,"4292 KIRBY MOUNTAIN RD KIRBY, VT 05824 ",14.683333333333334
44.146059,-72.655369,Washington,NORTHFIELD,"50 ELM ST NORTHFIELD, VT 05663 ",1.1333333333333333
44.445813,-72.65304,Lamoille,STOWE,"886 N HOLLOW RD STOWE, VT 05672 ",7.5
44.682245,-72.36445,Orleans,CRAFTSBURY,"85 FAIR DR CRAFTSBURY, VT 05827 ",27.966666666666665
44.199802,-72.485688,Washington,BARRE CITY,"81 ABBOTT AVE BARRE CITY, VT 05641 ",5.316666666666666
44.636857,-71.982545,Caledonia,BURKE,"128 BURKE HILL RD BURKE, VT 05871 ",14.1
44.801755,-72.087959,Orleans,BROWNINGTON,"3419 SCHOOLHOUSE RD BROWNINGTON, VT 05860 ",15.266666666666667
44.642362,-72.833078,Lamoille,CAMBRIDGE,"69 MIHEAN DR CAMBRIDGE, VT 05464 ",6.1
44.148643,-72.661624,Washington,NORTHFIELD,"346 WATER ST NORTHFIELD, VT 05663 ",0.9666666666666667
44.641506,-71.979134,Caledonia,BURKE,"4040 US ROUTE 5 BURKE, VT 05871 ",13.8
44.183491,-72.74096,Washington,NORTHFIELD,"967 BEAR FARM RD NORTHFIELD, VT 05663 ",11.816666666666666
44.544646,-71.933686,Caledonia,KIRBY,"1958 RIDGE RD KIRBY, VT 05832 ",12.05
44.896776,-72.057175,Orleans,CHARLESTON,"1242 VT ROUTE 105 CHARLESTON, VT 05872 ",13.25
44.570627,-72.43036,Lamoille,WOLCOTT,"99 CHARLES ALLEN RD WOLCOTT, VT 05680 ",15.916666666666666
44.726717,-72.311241,Orleans,ALBANY,"282 CENTEBAR RD ALBANY, VT 05820 ",17.45
44.828471,-72.481681,Orleans,LOWELL,"417 GREEN HILL RD LOWELL, VT 05847 ",31.25
44.695508,-72.570194,Lamoille,EDEN,"418 SPRUCE LN EDEN, VT 05652 ",15.883333333333333
44.435125,-72.250886,Washington,CABOT,"1137 BRICKETTS CROSSING RD CABOT, VT 05647 ",27.0
44.420144,-72.440057,Washington,WOODBURY,"595 TEBBETS RD WOODBURY, VT 05650 ",21.183333333333334
44.415729,-71.999275,Caledonia,SAINT JOHNSBURY,"197 PARKER AVE SAINT JOHNSBURY, VT 05819 ",5.5
44.191861,-72.475642,Washington,BARRE TOWN,"327 HILL ST BARRE TOWN, VT 05641 ",5.633333333333334
44.68786,-71.939213,Caledonia,NEWARK,"247 QUARTERHORSE RD NEWARK, VT 05871 ",23.55
44.892397,-72.535704,Orleans,WESTFIELD,"118 EDELWEISS CIR WESTFIELD, VT 05471 ",25.433333333333334
44.585099,-72.614492,Lamoille,MORRISTOWN,"2088 CADYS FALLS RD MORRISTOWN, VT 05661 ",5.316666666666666
44.90011,-72.409968,Orleans,TROY,"7092 VT ROUTE 100 TROY, VT 05868 ",19.316666666666666
44.480663,-72.443476,Washington,WOODBURY,"426 W WOODBURY RD WOODBURY, VT 05843 ",22.45
44.620738,-72.462701,Lamoille,WOLCOTT,"687 BROOK RD WOLCOTT, VT 05680 ",14.45
44.26236,-72.576038,Washington,MONTPELIER,"10 HILLSIDE AVE MONTPELIER, VT 05602 ",2.216666666666667
44.950597,-72.144034,Orleans,DERBY,"592 WEST ST DERBY, VT 05829 ",4.6
44.201383,-72.497232,Washington,BARRE CITY,"32 HALL ST BARRE CITY, VT 05641 ",2.8333333333333335
44.721563,-71.97989,Caledonia,NEWARK,"36 POINT LN NEWARK, VT 05871 ",25.466666666666665
44.377927,-72.690249,Washington,WATERBURY,"1608 SHAW MANSION RD WATERBURY, VT 05677 ",13.85
44.189841,-72.882007,Washington,FAYSTON,"2210 MILL BROOK RD FAYSTON, VT 05673 ",2.75
44.668068,-72.316216,Orleans,CRAFTSBURY,"2409 S ALBANY RD CRAFTSBURY, VT 05827 ",22.233333333333334
44.664862,-72.249309,Orleans,GLOVER,"166 HINMAN RD GLOVER, VT 05839 ",17.05
44.230856,-72.546733,Washington,BERLIN,"392 PARTRIDGE FARM RD BERLIN, VT 05641 ",5.5
44.464994,-72.683127,Lamoille,STOWE,"58 SUNSET ST STOWE, VT 05672 ",4.9
44.667068,-72.86017,Lamoille,CAMBRIDGE,"1529 BARTLETT HILL RD CAMBRIDGE, VT 05464 ",5.133333333333334
44.531752,-72.777793,Lamoille,STOWE,"95 NATIONAL DR STOWE, VT 05672 ",12.95
44.326803,-72.172097,Caledonia,PEACHAM,"153 CHURCH ST PEACHAM, VT 05862 ",26.216666666666665
44.857197,-72.286849,Orleans,IRASBURG,"263 HILLANDALE RD IRASBURG, VT 05845 ",18.133333333333333
44.40162,-72.419503,Washington,WOODBURY,"73 HERRICKS COVE EXT WOODBURY, VT 05681 ",18.966666666666665
44.574262,-72.575882,Lamoille,MORRISTOWN,"575 FRAZIER RD MORRISTOWN, VT 05661 ",2.216666666666667
44.216713,-72.507448,Washington,BARRE TOWN,"245 BECKLEY HILL RD BARRE TOWN, VT 05641 ",5.0
44.506054,-72.370352,Caledonia,HARDWICK,"191 WOLCOTT ST HARDWICK, VT 05843 ",18.466666666666665
44.533155,-72.023168,Caledonia,LYNDON,"1145 MCGOFF HL LYNDON, VT 05851 ",6.383333333333334
44.377095,-72.721227,Washington,WATERBURY,"8 METAYER CT WATERBURY, VT 05677 ",8.8
44.459669,-72.097863,Caledonia,DANVILLE,"4327 BRUCE BADGER MEML HWY DANVILLE, VT 05828 ",15.883333333333333
44.958876,-72.127526,Orleans,DERBY,"2757 US ROUTE 5 DERBY, VT 05829 ",6.25
44.63841,-71.89589,Caledonia,BURKE,"4893 VT ROUTE 114 BURKE, VT 05832 ",16.85
44.16518,-72.574038,Washington,BERLIN,"200 WILLIAMS RD BERLIN, VT 05641 ",7.416666666666667
44.405195,-72.018558,Caledonia,SAINT JOHNSBURY,"332 MAIN ST SAINT JOHNSBURY, VT 05819 ",8.666666666666666
44.190381,-72.466937,Washington,BARRE TOWN,"425 SIERRA LAVIN RD BARRE TOWN, VT 05641 ",6.95
44.676469,-72.258921,Orleans,GLOVER,"313 DANIELS POND RD GLOVER, VT 05875 ",18.783333333333335
45.005407,-72.139382,Orleans,DERBY,"130 CANUSA AVE DERBY, VT 05830 ",4.6
44.936274,-72.209605,Orleans,NEWPORT CITY,"71 SEYMOUR LN NEWPORT CITY, VT 05855 ",8.083333333333334
44.94574,-72.19617,Orleans,NEWPORT CITY,"143 ELM ST NEWPORT CITY, VT 05855 ",5.05
44.546804,-72.124124,Caledonia,WHEELOCK,"6893 S WHEELOCK RD WHEELOCK, VT 05851 ",14.6
44.944468,-72.199272,Orleans,NEWPORT CITY,"25 NORTHERN AVE NEWPORT CITY, VT 05855 ",5.333333333333333
44.430355,-72.008772,Caledonia,SAINT JOHNSBURY,"227 WATERMAN CIR SAINT JOHNSBURY, VT 05819 ",6.45
44.244636,-72.73691,Washington,MORETOWN,"27 CARRIGAN RD MORETOWN, VT 05660 ",16.266666666666666
44.417619,-72.011917,Caledonia,SAINT JOHNSBURY,"98 MARION AVE SAINT JOHNSBURY, VT 05819 ",5.916666666666667
44.456245,-72.422871,Washington,WOODBURY,"52 SUNNY LN WOODBURY, VT 05681 ",21.383333333333333
44.605359,-72.302408,Orleans,GREENSBORO,"217 PASTURE LN GREENSBORO, VT 05841 ",31.55
44.357764,-72.20458,Caledonia,PEACHAM,"931 PENNY ST PEACHAM, VT 05873 ",31.533333333333335
44.357397,-71.88932,Caledonia,WATERFORD,"3848 OLD COUNTY RD S WATERFORD, VT 05819 ",9.9
44.404842,-72.217883,Caledonia,DANVILLE,"178 EDGEWOOD AVE DANVILLE, VT 05873 ",21.866666666666667
44.609889,-72.456646,Lamoille,WOLCOTT,"191 ANTHONYS LN WOLCOTT, VT 05680 ",14.266666666666667
44.12956,-72.656671,Washington,NORTHFIELD,"47 S VIEW RD NORTHFIELD, VT 05663 ",4.033333333333333
44.200654,-72.503337,Washington,BARRE CITY,"16 WEST ST BARRE CITY, VT 05641 ",1.1
44.60102,-72.118056,Caledonia,SHEFFIELD,"118 DANE RD SHEFFIELD, VT 05866 ",14.116666666666667
44.233,-72.748558,Washington,MORETOWN,"216 GOVE RD MORETOWN, VT 05660 ",18.166666666666668
44.505522,-72.372211,Caledonia,HARDWICK,"118 COTTAGE ST HARDWICK, VT 05843 ",18.766666666666666
44.530721,-71.986969,Caledonia,LYNDON,"49 BALSAM RD LYNDON, VT 05851 ",4.083333333333333
44.548387,-72.3556,Caledonia,HARDWICK,"479 MORIN LN HARDWICK, VT 05843 ",25.783333333333335
44.685255,-72.284854,Orleans,GLOVER,"2153 BEACH HILL RD GLOVER, VT 05875 ",17.533333333333335
44.724249,-72.228893,Orleans,GLOVER,"336 PARKER RD GLOVER, VT 05875 ",7.916666666666667
44.345856,-72.751152,Washington,WATERBURY,"67 ASHFORD LN WATERBURY, VT 05676 ",12.116666666666667
44.260938,-72.398111,Washington,PLAINFIELD,"1628 EAST HILL RD PLAINFIELD, VT 05667 ",6.6
44.602854,-72.78127,Lamoille,CAMBRIDGE,"44 SWEENEY LN CAMBRIDGE, VT 05464 ",15.25
44.176052,-72.480826,Washington,BARRE TOWN,"81 PARKER RD BARRE TOWN, VT 05641 ",7.916666666666667
44.387902,-72.047601,Caledonia,BARNET,"1074 COUNTY HILL RD BARNET, VT 05819 ",15.283333333333333
44.252158,-72.570544,Washington,MONTPELIER,"1 GRANITE ST MONTPELIER, VT 05602 ",3.3333333333333335
44.566846,-71.9945,Caledonia,LYNDON,"257 SANDY LN LYNDON, VT 05851 ",11.316666666666666
44.405977,-72.434449,Washington,WOODBURY,"258 RATHBURN RD WOODBURY, VT 05650 ",19.933333333333334
44.705725,-72.764151,Lamoille,WATERVILLE,"1635 VT ROUTE 109 WATERVILLE, VT 05492 ",13.916666666666666
45.001276,-72.10502,Orleans,DERBY,"129 BEACH ST DERBY, VT 05830 ",7.1
44.462557,-72.690936,Lamoille,STOWE,"290 S MAIN ST STOWE, VT 05672 ",2.8666666666666667
44.393696,-72.037619,Caledonia,SAINT JOHNSBURY,"759 W HILL RD SAINT JOHNSBURY, VT 05819 ",11.95
44.24939,-72.579622,Washington,MONTPELIER,"15 COLONIAL DR MONTPELIER, VT 05602 ",3.6
44.927653,-72.18531,Orleans,DERBY,"48 HITCHCOCK DR DERBY, VT 05855 ",7.016666666666667
44.406171,-72.452761,Washington,CALAIS,"531 BAYNE COMOLLI RD CALAIS, VT 05648 ",24.816666666666666
44.323995,-72.759234,Washington,DUXBURY,"194 DUXFARM EST DUXBURY, VT 05676 ",12.283333333333333
44.433484,-72.015057,Caledonia,SAINT JOHNSBURY,"57 BRUNELL ST SAINT JOHNSBURY, VT 05819 ",7.416666666666667
44.399847,-72.316133,Washington,CABOT,"2790 MAIN ST CABOT, VT 05647 ",17.1
44.795949,-72.445892,Orleans,LOWELL,"132 IRISH HILL RD LOWELL, VT 05847 ",24.6
44.411777,-72.69211,Washington,WATERBURY,"1183 S HOLLOW RD WATERBURY, VT 05677 ",12.25
44.256381,-72.573109,Washington,MONTPELIER,"96 BARRE ST MONTPELIER, VT 05602 ",2.05
44.537214,-72.003461,Caledonia,LYNDON,"248 MAIN ST LYNDON, VT 05851 ",3.283333333333333
44.465638,-72.686341,Lamoille,STOWE,"51 MAIN ST STOWE, VT 05672 ",3.5833333333333335
44.652649,-72.617836,Lamoille,JOHNSON,"61 SPITZER RD JOHNSON, VT 05656 ",10.633333333333333
44.751378,-72.17897,Orleans,BARTON,"43 HARRISON AVE BARTON, VT 05822 ",1.6333333333333333
44.188772,-72.827592,Washington,WAITSFIELD,"4581 MAIN ST WAITSFIELD, VT 05673 ",3.9833333333333334
44.726606,-71.938478,Caledonia,NEWARK,"2020 KINNEY HILL RD NEWARK, VT 05871 ",32.583333333333336
44.168703,-72.452556,Washington,BARRE TOWN,"295 E COBBLE HILL RD BARRE TOWN, VT 05641 ",9.533333333333333
44.764843,-72.638409,Lamoille,BELVIDERE,"134 COLD HOLLOW DR BELVIDERE, VT 05442 ",25.8
44.444331,-72.674523,Lamoille,STOWE,"94 CHANDLER FARM RD STOWE, VT 05672 ",5.7
44.932963,-72.192562,Orleans,NEWPORT CITY,"588 MOUNT VERNON ST NEWPORT CITY, VT 05855 ",7.266666666666667
44.913116,-72.405212,Orleans,TROY,"3705 VT ROUTE 101 TROY, VT 05859 ",18.783333333333335
44.47463,-72.398811,Washington,WOODBURY,"6493 VT ROUTE 14 WOODBURY, VT 05843 ",21.966666666666665
44.200547,-72.488767,Washington,BARRE CITY,"12 CASSIE ST BARRE CITY, VT 05641 ",4.216666666666667
44.29444,-72.590395,Washington,MIDDLESEX,"29 LITTLE HILL RD MIDDLESEX, VT 05602 ",8.8
44.564156,-72.605007,Lamoille,MORRISTOWN,"323 BRIDGE ST MORRISTOWN, VT 05661 ",2.7333333333333334
44.463952,-72.690688,Lamoille,STOWE,"55 PALISADES ST STOWE, VT 05672 ",3.3
44.814757,-72.124847,Orleans,BROWNINGTON,"1255 SCHOOLHOUSE RD BROWNINGTON, VT 05860 ",12.533333333333333
44.894015,-72.005518,Orleans,MORGAN,"105 JONES RD MORGAN, VT 05853 ",19.333333333333332
44.731218,-72.158741,Orleans,BARTON,"34 LAKESIDE LN BARTON, VT 05822 ",4.733333333333333
44.299367,-72.694436,Washington,MIDDLESEX,"67 WELCH PARK DR MIDDLESEX, VT 05602 ",6.466666666666667
44.195678,-72.495493,Washington,BARRE CITY,"21 HIGHLAND AVE BARRE CITY, VT 05641 ",3.9166666666666665
44.937122,-72.506788,Orleans,JAY,"264 SLOPESIDE RD JAY, VT 05859 ",25.983333333333334
44.161251,-72.833503,Washington,WAITSFIELD,"6969 MAIN ST WAITSFIELD, VT 05673 ",5.533333333333333
44.36713,-71.86353,Caledonia,WATERFORD,"1989 SHADOW LAKE RD WATERFORD, VT 05819 ",12.233333333333333
44.669463,-72.220966,Orleans,GLOVER,"440 STONE SHORE RD GLOVER, VT 05839 ",14.45
44.959111,-71.979225,Orleans,HOLLAND,"317 MAPLE HILL RD HOLLAND, VT 05830 ",17.766666666666666
44.505336,-72.367887,Caledonia,HARDWICK,"52 RIVERSIDE TER HARDWICK, VT 05843 ",18.916666666666668
44.551917,-72.637007,Lamoille,MORRISTOWN,"582 MAGOON RD MORRISTOWN, VT 05661 ",8.6
44.458835,-72.30285,Caledonia,WALDEN,"202 FERGUSON HL WALDEN, VT 05843 ",24.933333333333334
44.954242,-72.031695,Orleans,HOLLAND,"1958 GORE RD HOLLAND, VT 05829 ",13.8
44.535225,-72.088118,Caledonia,WHEELOCK,"2524 COLD HILL RD WHEELOCK, VT 05851 ",10.633333333333333
44.136575,-72.886758,Washington,WARREN,"2585 SUGARBUSH ACCESS RD WARREN, VT 05674 ",9.583333333333334
44.161646,-72.795022,Washington,WAITSFIELD,"700 SCRAG MOUNTAIN RD WAITSFIELD, VT 05673 ",13.2
44.147465,-72.656706,Washington,NORTHFIELD,"98 S MAIN ST NORTHFIELD, VT 05663 ",0.31666666666666665
44.236352,-72.546663,Washington,BERLIN,"339 POINT RIDGE RD BERLIN, VT 05641 ",6.25
44.304711,-72.53164,Washington,EAST MONTPELIER,"2543 COUNTY RD EAST MONTPELIER, VT 05602 ",8.766666666666667
44.607678,-72.857172,Lamoille,CAMBRIDGE,"19 JULIENNE LN CAMBRIDGE, VT 05444 ",6.683333333333334
44.492727,-72.700381,Lamoille,STOWE,"1251 SINCLAIR DR STOWE, VT 05672 ",6.666666666666667
44.941639,-72.19807,Orleans,NEWPORT CITY,"34 SHORT SPRING ST NEWPORT CITY, VT 05855 ",5.6
44.717338,-72.512644,Lamoille,EDEN,"62 BARROWS LN EDEN, VT 05653 ",19.166666666666668
44.375329,-72.259851,Washington,CABOT,"2689 US ROUTE 2 CABOT, VT 05647 ",16.933333333333334
44.329358,-72.746578,Washington,WATERBURY,"162 S MAIN ST WATERBURY, VT 05676 ",10.8
44.656393,-72.168634,Caledonia,SHEFFIELD,"331 TOWN HWY 16 SHEFFIELD, VT 05866 ",15.0
44.59199,-72.606199,Lamoille,HYDE PARK,"627 VT ROUTE 15 E HYDE PARK, VT 05655 ",3.1
44.962766,-72.237443,Orleans,NEWPORT TOWN,"287 BEAVER CV NEWPORT TOWN, VT 05857 ",15.883333333333333
44.202524,-72.505479,Washington,BARRE CITY,"101 SUMMER ST BARRE CITY, VT 05641 ",1.15
44.940946,-72.454843,Orleans,JAY,"2077 VT ROUTE 242 JAY, VT 05859 ",18.683333333333334
44.172314,-72.096903,Caledonia,RYEGATE,"1058 WHITELAW RD RYEGATE, VT 05069 ",9.5
44.931276,-72.217736,Orleans,NEWPORT CITY,"41 HIGHLAND AVE NEWPORT CITY, VT 05855 ",8.816666666666666
44.570583,-72.58934,Lamoille,MORRISTOWN,"159 INDUSTRIAL PARK DR MORRISTOWN, VT 05661 ",2.85
44.570332,-72.233092,Caledonia,STANNARD,"0 GONYAW RD STANNARD, VT 05842 ",22.1
44.643278,-72.684985,Lamoille,JOHNSON,"582 GOULD HL JOHNSON, VT 05656 ",13.2
44.199352,-72.799703,Washington,WAITSFIELD,"334 PINE BROOK RD WAITSFIELD, VT 05673 ",9.066666666666666
44.129668,-72.736567,Washington,NORTHFIELD,"2140 LITTLE NORTHFIELD RD NORTHFIELD, VT 05663 ",12.416666666666666
44.32929,-72.638561,Washington,MIDDLESEX,"827 CENTER RD MIDDLESEX, VT 05602 ",11.033333333333333
44.473901,-72.33661,Caledonia,HARDWICK,"1112 DUTTON RD HARDWICK, VT 05843 ",25.733333333333334
44.689057,-72.529953,Lamoille,EDEN,"1071 TATRO DR EDEN, VT 05653 ",20.55
44.11542,-72.653928,Washington,NORTHFIELD,"1257 VT ROUTE 12 S NORTHFIELD, VT 05663 ",4.6
44.174994,-72.506143,Washington,BARRE TOWN,"2 WILSON ST BARRE TOWN, VT 05641 ",2.283333333333333
44.859792,-72.448852,Orleans,WESTFIELD,"1288 BUCK HILL RD WESTFIELD, VT 05874 ",24.8
44.487815,-72.499816,Lamoille,ELMORE,"1116 HARDWOOD FLATS RD ELMORE, VT 05680 ",14.766666666666667
44.576371,-72.656061,Lamoille,MORRISTOWN,"2224 WALTON RD MORRISTOWN, VT 05661 ",9.25
44.560483,-72.276357,Orleans,GREENSBORO,"82 LING LN GREENSBORO, VT 05842 ",24.8
44.18205,-72.844604,Washington,FAYSTON,"78 MILL BROOK RD FAYSTON, VT 05673 ",1.7
44.578154,-72.612258,Lamoille,MORRISTOWN,"18 GRIGGS RD MORRISTOWN, VT 05661 ",4.266666666666667
44.434761,-72.720783,Lamoille,STOWE,"301 BARNES HILL RD STOWE, VT 05672 ",4.866666666666666
44.610769,-72.355672,Orleans,CRAFTSBURY,"424 LAKE RD CRAFTSBURY, VT 05826 ",24.433333333333334
44.555206,-72.593766,Lamoille,MORRISTOWN,"379 WASHINGTON HWY MORRISTOWN, VT 05661 ",2.8
44.4425,-72.705729,Lamoille,STOWE,"1900 WATERBURY RD STOWE, VT 05672 ",2.8666666666666667
44.196032,-72.491712,Washington,BARRE CITY,"9 DELMONT AVE BARRE CITY, VT 05641 ",4.05
44.199028,-72.498339,Washington,BARRE CITY,"5 EASTERN AVE BARRE CITY, VT 05641 ",2.1333333333333333
44.810192,-72.434429,Orleans,LOWELL,"668 CARTER RD LOWELL, VT 05847 ",26.083333333333332
44.565845,-72.603199,Lamoille,MORRISTOWN,"101 FENIMORE ST MORRISTOWN, VT 05661 ",3.533333333333333
44.489901,-72.681797,Lamoille,STOWE,"1322 W HILL RD STOWE, VT 05672 ",6.4
44.909577,-72.253191,Orleans,COVENTRY,"91 BONES RD COVENTRY, VT 05855 ",13.866666666666667
44.763547,-71.93542,Caledonia,NEWARK,"4078 ABBOTT HILL RD NEWARK, VT 05871 ",31.683333333333334
44.949907,-72.303917,Orleans,NEWPORT TOWN,"107 SCHOOL ST NEWPORT TOWN, VT 05857 ",17.783333333333335
44.946602,-72.124646,Orleans,DERBY,"465 VT ROUTE 111 DERBY, VT 05829 ",6.9
44.751573,-72.19877,Orleans,BARTON,"100 OWENS LN BARTON, VT 05822 ",4.4
44.541903,-72.217933,Caledonia,STANNARD,"20 FOUR WHEEL DRIVE RD STANNARD, VT 05842 ",24.5
