address_full,number,street,city,state,zip,longitude,latitude,statefp,countyfp,tractce,blkgrpce
"119 MOUNTAIN VIEW LN EDEN, VT 05652 ",119,MOUNTAIN VIEW LN,EDEN,VT,05652,-72.583349,44.734386,50,015,953000,1
"402 MAIN ST DERBY, VT 05830 ",402,MAIN ST,DERBY,VT,05830,-72.103189,45.000579,50,019,951200,1
"210 HOLDEN RD BARRE TOWN, VT 05654 ",210,HOLDEN RD,BARRE TOWN,VT,05654,-72.496223,44.155584,50,023,955400,3
"555 BOG RD BELVIDERE, VT 05442 ",555,BOG RD,BELVIDERE,VT,05442,-72.678228,44.754147,50,015,953000,2
"3628 SALEM DERBY RD DERBY, VT 05855 ",3628,SALEM DERBY RD,DERBY,VT,05855,-72.132371,44.892889,50,019,951200,3
"1383 GREGG HILL RD WATERBURY, VT 05677 ",1383,GREGG HILL RD,WATERBURY,VT,05677,-72.74045,44.390226,50,023,954300,2
"1026 LITTLE RIVER FARM RD STOWE, VT 05672 ",1026,LITTLE RIVER FARM RD,STOWE,VT,05672,-72.674768,44.484409,50,015,953600,1
"29 WEST ST DERBY, VT 05829 ",29,WEST ST,DERBY,VT,05829,-72.134232,44.947226,50,019,951300,1
"811 SHEFFIELD SQUARE RD SHEFFIELD, VT 05866 ",811,SHEFFIELD SQUARE RD,SHEFFIELD,VT,05866,-72.13837,44.614684,50,005,957000,3
"674 WOODS RD S WARREN, VT 05674 ",674,WOODS RD S,WARREN,VT,05674,-72.82146,44.121299,50,023,955600,1
"25 MADISON AVE BARRE CITY, VT 05641 ",25,MADISON AVE,BARRE CITY,VT,05641,-72.507761,44.197012,50,023,955200,4
"1698 MEMORIAL DR SAINT JOHNSBURY, VT 05819 ",1698,MEMORIAL DR,SAINT JOHNSBURY,VT,05819,-72.015634,44.456745,50,005,957500,1
"1433 STANNARD MOUNTAIN RD WHEELOCK, VT 05851 ",1433,STANNARD MOUNTAIN RD,WHEELOCK,VT,05851,-72.160103,44.537723,50,005,957000,3
"274 E COBBLE HILL RD BARRE TOWN, VT 05641 ",274,E   COBBLE HILL RD,BARRE TOWN,VT,05641,-72.454456,44.169154,50,023,955300,1
"195 DERBY POND RD DERBY, VT 05829 ",195,DERBY POND RD,DERBY,VT,05829,-72.112526,44.957581,50,019,951200,2
"191 CHESLEY HILL RD SHEFFIELD, VT 05866 ",191,CHESLEY HILL RD,SHEFFIELD,VT,05866,-72.114539,44.599319,50,005,957000,3
"26 OLIVE ST MORRISTOWN, VT 05661 ",26,OLIVE ST,MORRISTOWN,VT,05661,-72.594531,44.558552,50,015,953500,3
"5347 VT ROUTE 100 EDEN, VT 05653 ",5347,VT ROUTE 100,EDEN,VT,05653,-72.50694,44.724503,50,015,953000,1
"105 WESCOM RD JOHNSON, VT 05656 ",105,WESCOM RD,JOHNSON,VT,05656,-72.693112,44.63435,50,015,953200,2
"1190 COVENTRY ST NEWPORT CITY, VT 05855 ",1190,COVENTRY ST,NEWPORT CITY,VT,05855,-72.223923,44.926595,50,019,951500,1
"1138 SNOW HILL RD EAST MONTPELIER, VT 05651 ",1138,SNOW HILL RD,EAST MONTPELIER,VT,05651,-72.490116,44.292288,50,023,955000,1
"37 WHITCOMB ISLAND RD HYDE PARK, VT 05655 ",37,WHITCOMB ISLAND RD,HYDE PARK,VT,05655,-72.623626,44.634053,50,015,953300,2
"42 PINEWOOD DR SAINT JOHNSBURY, VT 05819 ",42,PINEWOOD DR,SAINT JOHNSBURY,VT,05819,-72.013551,44.452959,50,005,957500,2
"120 E HILL RD NEWARK, VT 05871 ",120,E   HILL RD,NEWARK,VT,05871,-71.893456,44.665903,50,005,957000,1
"0 WOODLAND LN BARNET, VT 05821 ",0,WOODLAND LN,BARNET,VT,05821,-72.143812,44.288565,50,005,957900,3
"10 FOSTER HILL RD CALAIS, VT 05650 ",10,FOSTER HILL RD,CALAIS,VT,05650,-72.443433,44.391123,50,023,954100,2
"27 MAD RIVER CANOE RD WAITSFIELD, VT 05673 ",27,MAD RIVER CANOE RD,WAITSFIELD,VT,05673,-72.838244,44.185462,50,023,955700,2
"1105 VT ROUTE 118 N BELVIDERE, VT 05442 ",1105,VT ROUTE 118   N,BELVIDERE,VT,05442,-72.621526,44.782002,50,015,953000,2
"216 MAPLE ST DUXBURY, VT 05676 ",216,MAPLE ST,DUXBURY,VT,05676,-72.840913,44.342855,50,023,954400,3
"9 LAKEVIEW DR DERBY, VT 05855 ",9,LAKEVIEW DR,DERBY,VT,05855,-72.180213,44.984158,50,019,951300,1
"3169 IP RD MORGAN, VT 05853 ",3169,IP RD,MORGAN,VT,05853,-71.928654,44.922537,50,019,951100,1
"3254 VT ROUTE 108 S CAMBRIDGE, VT 05464 ",3254,VT ROUTE 108   S,CAMBRIDGE,VT,05464,-72.807153,44.597871,50,015,953100,2
"141 LAUREL LN WATERBURY, VT 05676 ",141,LAUREL LN,WATERBURY,VT,05676,-72.739704,44.349424,50,023,954300,1
"391 POPE BROOK RD DANVILLE, VT 05828 ",391,POPE BROOK RD,DANVILLE,VT,05828,-72.131313,44.479318,50,005,957600,1
"272 GIBBS RD NEWPORT TOWN, VT 05857 ",272,GIBBS RD,NEWPORT TOWN,VT,05857,-72.268623,44.956536,50,019,951600,1
"6136 MORETOWN MOUNTAIN RD MORETOWN, VT 05663 ",6136,MORETOWN MOUNTAIN RD,MORETOWN,VT,05663,-72.685019,44.195279,50,023,954400,1
"221 CENTER RD BROWNINGTON, VT 05860 ",221,CENTER RD,BROWNINGTON,VT,05860,-72.160068,44.812762,50,019,951900,2
"85 CARLSON RD WORCESTER, VT 05682 ",85,CARLSON RD,WORCESTER,VT,05682,-72.562837,44.415811,50,023,954200,1
"51 BOULDER LN EDEN, VT 05652 ",51,BOULDER LN,EDEN,VT,05652,-72.584244,44.729065,50,015,953000,1
"3 VT ROUTE 15 E JOHNSON, VT 05656 ",3,VT ROUTE 15   E,JOHNSON,VT,05656,-72.64713,44.608862,50,015,953200,2
"74 PARKER AVE SAINT JOHNSBURY, VT 05819 ",74,PARKER AVE,SAINT JOHNSBURY,VT,05819,-71.999754,44.417275,50,005,957500,3
"4292 KIRBY MOUNTAIN RD KIRBY, VT 05824 ",4292,KIRBY MOUNTAIN RD,KIRBY,VT,05824,-71.912952,44.493286,50,005,957100,2
"50 ELM ST NORTHFIELD, VT 05663 ",50,ELM ST,NORTHFIELD,VT,05663,-72.655369,44.146059,50,023,955502,1
"886 N HOLLOW RD STOWE, VT 05672 ",886,N   HOLLOW RD,STOWE,VT,05672,-72.65304,44.445813,50,015,953600,2
"85 FAIR DR CRAFTSBURY, VT 05827 ",85,FAIR DR,CRAFTSBURY,VT,05827,-72.36445,44.682245,50,019,951700,4
"81 ABBOTT AVE BARRE CITY, VT 05641 ",81,ABBOTT AVE,BARRE CITY,VT,05641,-72.485688,44.199802,50,023,955100,2
"128 BURKE HILL RD BURKE, VT 05871 ",128,BURKE HILL RD,BURKE,VT,05871,-71.982545,44.636857,50,005,957100,1
"3419 SCHOOLHOUSE RD BROWNINGTON, VT 05860 ",3419,SCHOOLHOUSE RD,BROWNINGTON,VT,05860,-72.087959,44.801755,50,019,951900,2
"69 MIHEAN DR CAMBRIDGE, VT 05464 ",69,MIHEAN DR,CAMBRIDGE,VT,05464,-72.833078,44.642362,50,015,953100,2
"346 WATER ST NORTHFIELD, VT 05663 ",346,WATER ST,NORTHFIELD,VT,05663,-72.661624,44.148643,50,023,955501,2
"4040 US ROUTE 5 BURKE, VT 05871 ",4040,US ROUTE 5,BURKE,VT,05871,-71.979134,44.641506,50,005,957100,1
"967 BEAR FARM RD NORTHFIELD, VT 05663 ",967,BEAR FARM RD,NORTHFIELD,VT,05663,-72.74096,44.183491,50,023,955501,2
"1958 RIDGE RD KIRBY, VT 05832 ",1958,RIDGE RD,KIRBY,VT,05832,-71.933686,44.544646,50,005,957100,2
"1242 VT ROUTE 105 CHARLESTON, VT 05872 ",1242,VT ROUTE 105,CHARLESTON,VT,05872,-72.057175,44.896776,50,019,951100,2
"99 CHARLES ALLEN RD WOLCOTT, VT 05680 ",99,CHARLES ALLEN RD,WOLCOTT,VT,05680,-72.43036,44.570627,50,015,953400,1
"282 CENTEBAR RD ALBANY, VT 05820 ",282,CENTEBAR RD,ALBANY,VT,05820,-72.311241,44.726717,50,019,951700,3
"417 GREEN HILL RD LOWELL, VT 05847 ",417,GREEN HILL RD,LOWELL,VT,05847,-72.481681,44.828471,50,019,951700,1
"418 SPRUCE LN EDEN, VT 05652 ",418,SPRUCE LN,EDEN,VT,05652,-72.570194,44.695508,50,015,953000,1
"1137 BRICKETTS CROSSING RD CABOT, VT 05647 ",1137,BRICKETTS CROSSING RD,CABOT,VT,05647,-72.250886,44.435125,50,023,954000,1
"595 TEBBETS RD WOODBURY, VT 05650 ",595,TEBBETS RD,WOODBURY,VT,05650,-72.440057,44.420144,50,023,954100,1
"197 PARKER AVE SAINT JOHNSBURY, VT 05819 ",197,PARKER AVE,SAINT JOHNSBURY,VT,05819,-71.999275,44.415729,50,005,957500,3
"327 HILL ST BARRE TOWN, VT 05641 ",327,HILL ST,BARRE TOWN,VT,05641,-72.475642,44.191861,50,023,955300,1
"247 QUARTERHORSE RD NEWARK, VT 05871 ",247,QUARTERHORSE RD,NEWARK,VT,05871,-71.939213,44.68786,50,005,957000,1
"118 EDELWEISS CIR WESTFIELD, VT 05471 ",118,EDELWEISS CIR,WESTFIELD,VT,05471,-72.535704,44.892397,50,019,951600,5
"2088 CADYS FALLS RD MORRISTOWN, VT 05661 ",2088,CADYS FALLS RD,MORRISTOWN,VT,05661,-72.614492,44.585099,50,015,953500,2
"7092 VT ROUTE 100 TROY, VT 05868 ",7092,VT ROUTE 100,TROY,VT,05868,-72.409968,44.90011,50,019,951600,4
"426 W WOODBURY RD WOODBURY, VT 05843 ",426,W  WOODBURY RD,WOODBURY,VT,05843,-72.443476,44.480663,50,023,954100,1
"687 BROOK RD WOLCOTT, VT 05680 ",687,BROOK RD,WOLCOTT,VT,05680,-72.462701,44.620738,50,015,953400,1
"10 HILLSIDE AVE MONTPELIER, VT 05602 ",10,HILLSIDE AVE,MONTPELIER,VT,05602,-72.576038,44.26236,50,023,954600,2
"592 WEST ST DERBY, VT 05829 ",592,WEST ST,DERBY,VT,05829,-72.144034,44.950597,50,019,951300,1
"32 HALL ST BARRE CITY, VT 05641 ",32,HALL ST,BARRE CITY,VT,05641,-72.497232,44.201383,50,023,955100,3
"36 POINT LN NEWARK, VT 05871 ",36,POINT LN,NEWARK,VT,05871,-71.97989,44.721563,50,005,957000,1
"1608 SHAW MANSION RD WATERBURY, VT 05677 ",1608,SHAW MANSION RD,WATERBURY,VT,05677,-72.690249,44.377927,50,023,954300,1
"2210 MILL BROOK RD FAYSTON, VT 05673 ",2210,MILL BROOK RD,FAYSTON,VT,05673,-72.882007,44.189841,50,023,955800,2
"2409 S ALBANY RD CRAFTSBURY, VT 05827 ",2409,S   ALBANY RD,CRAFTSBURY,VT,05827,-72.316216,44.668068,50,019,951700,4
"166 HINMAN RD GLOVER, VT 05839 ",166,HINMAN RD,GLOVER,VT,05839,-72.249309,44.664862,50,019,952000,1
"392 PARTRIDGE FARM RD BERLIN, VT 05641 ",392,PARTRIDGE FARM RD,BERLIN,VT,05641,-72.546733,44.230856,50,023,954500,2
"58 SUNSET ST STOWE, VT 05672 ",58,SUNSET ST,STOWE,VT,05672,-72.683127,44.464994,50,015,953600,2
"1529 BARTLETT HILL RD CAMBRIDGE, VT 05464 ",1529,BARTLETT HILL RD,CAMBRIDGE,VT,05464,-72.86017,44.667068,50,015,953100,1
"95 NATIONAL DR STOWE, VT 05672 ",95,NATIONAL DR,STOWE,VT,05672,-72.777793,44.531752,50,015,953600,1
"153 CHURCH ST PEACHAM, VT 05862 ",153,CHURCH ST,PEACHAM,VT,05862,-72.172097,44.326803,50,005,957800,1
"263 HILLANDALE RD IRASBURG, VT 05845 ",263,HILLANDALE RD,IRASBURG,VT,05845,-72.286849,44.857197,50,019,951700,2
"73 HERRICKS COVE EXT WOODBURY, VT 05681 ",73,HERRICKS COVE EXT,WOODBURY,VT,05681,-72.419503,44.40162,50,023,954100,1
"575 FRAZIER RD MORRISTOWN, VT 05661 ",575,FRAZIER RD,MORRISTOWN,VT,05661,-72.575882,44.574262,50,015,953500,1
"245 BECKLEY HILL RD BARRE TOWN, VT 05641 ",245,BECKLEY HILL RD,BARRE TOWN,VT,05641,-72.507448,44.216713,50,023,955300,3
"191 WOLCOTT ST HARDWICK, VT 05843 ",191,WOLCOTT ST,HARDWICK,VT,05843,-72.370352,44.506054,50,005,957700,2
"1145 MCGOFF HL LYNDON, VT 05851 ",1145,MCGOFF HL,LYNDON,VT,05851,-72.023168,44.533155,50,005,957300,3
"8 METAYER CT WATERBURY, VT 05677 ",8,METAYER CT,WATERBURY,VT,05677,-72.721227,44.377095,50,023,954300,2
"4327 BRUCE BADGER MEML HWY DANVILLE, VT 05828 ",4327,BRUCE BADGER MEML HWY,DANVILLE,VT,05828,-72.097863,44.459669,50,005,957600,1
"2757 US ROUTE 5 DERBY, VT 05829 ",2757,US ROUTE 5,DERBY,VT,05829,-72.127526,44.958876,50,019,951200,2
"4893 VT ROUTE 114 BURKE, VT 05832 ",4893,VT ROUTE 114,BURKE,VT,05832,-71.89589,44.63841,50,005,957100,2
"200 WILLIAMS RD BERLIN, VT 05641 ",200,WILLIAMS RD,BERLIN,VT,05641,-72.574038,44.16518,50,023,954500,2
"332 MAIN ST SAINT JOHNSBURY, VT 05819 ",332,MAIN ST,SAINT JOHNSBURY,VT,05819,-72.018558,44.405195,50,005,957400,1
"425 SIERRA LAVIN RD BARRE TOWN, VT 05641 ",425,SIERRA LAVIN RD,BARRE TOWN,VT,05641,-72.466937,44.190381,50,023,955300,1
"313 DANIELS POND RD GLOVER, VT 05875 ",313,DANIELS POND RD,GLOVER,VT,05875,-72.258921,44.676469,50,019,952000,1
"130 CANUSA AVE DERBY, VT 05830 ",130,CANUSA AVE,DERBY,VT,05830,-72.139382,45.005407,50,019,951200,1
"71 SEYMOUR LN NEWPORT CITY, VT 05855 ",71,SEYMOUR LN,NEWPORT CITY,VT,05855,-72.209605,44.936274,50,019,951500,2
"143 ELM ST NEWPORT CITY, VT 05855 ",143,ELM ST,NEWPORT CITY,VT,05855,-72.19617,44.94574,50,019,951400,1
"6893 S WHEELOCK RD WHEELOCK, VT 05851 ",6893,S   WHEELOCK RD,WHEELOCK,VT,05851,-72.124124,44.546804,50,005,957000,3
"25 NORTHERN AVE NEWPORT CITY, VT 05855 ",25,NORTHERN AVE,NEWPORT CITY,VT,05855,-72.199272,44.944468,50,019,951400,1
"227 WATERMAN CIR SAINT JOHNSBURY, VT 05819 ",227,WATERMAN CIR,SAINT JOHNSBURY,VT,05819,-72.008772,44.430355,50,005,957500,1
"27 CARRIGAN RD MORETOWN, VT 05660 ",27,CARRIGAN RD,MORETOWN,VT,05660,-72.73691,44.244636,50,023,954400,1
"98 MARION AVE SAINT JOHNSBURY, VT 05819 ",98,MARION AVE,SAINT JOHNSBURY,VT,05819,-72.011917,44.417619,50,005,957500,3
"52 SUNNY LN WOODBURY, VT 05681 ",52,SUNNY LN,WOODBURY,VT,05681,-72.422871,44.456245,50,023,954100,1
"217 PASTURE LN GREENSBORO, VT 05841 ",217,PASTURE LN,GREENSBORO,VT,05841,-72.302408,44.605359,50,019,952000,2
"931 PENNY ST PEACHAM, VT 05873 ",931,PENNY ST,PEACHAM,VT,05873,-72.20458,44.357764,50,005,957800,1
"3848 OLD COUNTY RD S WATERFORD, VT 05819 ",3848,OLD COUNTY RD S,WATERFORD,VT,05819,-71.88932,44.357397,50,005,957900,1
"178 EDGEWOOD AVE DANVILLE, VT 05873 ",178,EDGEWOOD AVE,DANVILLE,VT,05873,-72.217883,44.404842,50,005,957600,1
"191 ANTHONYS LN WOLCOTT, VT 05680 ",191,ANTHONYS LN,WOLCOTT,VT,05680,-72.456646,44.609889,50,015,953400,1
"47 S VIEW RD NORTHFIELD, VT 05663 ",47,S  VIEW RD,NORTHFIELD,VT,05663,-72.656671,44.12956,50,023,955502,1
"16 WEST ST BARRE CITY, VT 05641 ",16,WEST ST,BARRE CITY,VT,05641,-72.503337,44.200654,50,023,955100,3
"118 DANE RD SHEFFIELD, VT 05866 ",118,DANE RD,SHEFFIELD,VT,05866,-72.118056,44.60102,50,005,957000,3
"216 GOVE RD MORETOWN, VT 05660 ",216,GOVE RD,MORETOWN,VT,05660,-72.748558,44.233,50,023,954400,1
"118 COTTAGE ST HARDWICK, VT 05843 ",118,COTTAGE ST,HARDWICK,VT,05843,-72.372211,44.505522,50,005,957700,2
"49 BALSAM RD LYNDON, VT 05851 ",49,BALSAM RD,LYNDON,VT,05851,-71.986969,44.530721,50,005,957200,1
"479 MORIN LN HARDWICK, VT 05843 ",479,MORIN LN,HARDWICK,VT,05843,-72.3556,44.548387,50,005,957700,1
"2153 BEACH HILL RD GLOVER, VT 05875 ",2153,BEACH HILL RD,GLOVER,VT,05875,-72.284854,44.685255,50,019,952000,1
"336 PARKER RD GLOVER, VT 05875 ",336,PARKER RD,GLOVER,VT,05875,-72.228893,44.724249,50,019,952000,1
"67 ASHFORD LN WATERBURY, VT 05676 ",67,ASHFORD LN,WATERBURY,VT,05676,-72.751152,44.345856,50,023,954300,2
"1628 EAST HILL RD PLAINFIELD, VT 05667 ",1628,EAST HILL RD,PLAINFIELD,VT,05667,-72.398111,44.260938,50,023,954000,3
"44 SWEENEY LN CAMBRIDGE, VT 05464 ",44,SWEENEY LN,CAMBRIDGE,VT,05464,-72.78127,44.602854,50,015,953100,1
"81 PARKER RD BARRE TOWN, VT 05641 ",81,PARKER RD,BARRE TOWN,VT,05641,-72.480826,44.176052,50,023,955400,1
"1074 COUNTY HILL RD BARNET, VT 05819 ",1074,COUNTY HILL RD,BARNET,VT,05819,-72.047601,44.387902,50,005,957900,2
"1 GRANITE ST MONTPELIER, VT 05602 ",1,GRANITE ST,MONTPELIER,VT,05602,-72.570544,44.252158,50,023,954800,2
"257 SANDY LN LYNDON, VT 05851 ",257,SANDY LN,LYNDON,VT,05851,-71.9945,44.566846,50,005,957300,1
"258 RATHBURN RD WOODBURY, VT 05650 ",258,RATHBURN RD,WOODBURY,VT,05650,-72.434449,44.405977,50,023,954100,1
"1635 VT ROUTE 109 WATERVILLE, VT 05492 ",1635,VT ROUTE 109,WATERVILLE,VT,05492,-72.764151,44.705725,50,015,953000,2
"129 BEACH ST DERBY, VT 05830 ",129,BEACH ST,DERBY,VT,05830,-72.10502,45.001276,50,019,951200,1
"290 S MAIN ST STOWE, VT 05672 ",290,S  MAIN ST,STOWE,VT,05672,-72.690936,44.462557,50,015,953600,3
"759 W HILL RD SAINT JOHNSBURY, VT 05819 ",759,W   HILL RD,SAINT JOHNSBURY,VT,05819,-72.037619,44.393696,50,005,957400,1
"15 COLONIAL DR MONTPELIER, VT 05602 ",15,COLONIAL DR,MONTPELIER,VT,05602,-72.579622,44.24939,50,023,954900,1
"48 HITCHCOCK DR DERBY, VT 05855 ",48,HITCHCOCK DR,DERBY,VT,05855,-72.18531,44.927653,50,019,951300,1
"531 BAYNE COMOLLI RD CALAIS, VT 05648 ",531,BAYNE COMOLLI RD,CALAIS,VT,05648,-72.452761,44.406171,50,023,954100,3
"194 DUXFARM EST DUXBURY, VT 05676 ",194,DUXFARM EST,DUXBURY,VT,05676,-72.759234,44.323995,50,023,954400,3
"57 BRUNELL ST SAINT JOHNSBURY, VT 05819 ",57,BRUNELL ST,SAINT JOHNSBURY,VT,05819,-72.015057,44.433484,50,005,957500,2
"2790 MAIN ST CABOT, VT 05647 ",2790,MAIN ST,CABOT,VT,05647,-72.316133,44.399847,50,023,954000,1
"132 IRISH HILL RD LOWELL, VT 05847 ",132,IRISH HILL RD,LOWELL,VT,05847,-72.445892,44.795949,50,019,951700,1
"1183 S HOLLOW RD WATERBURY, VT 05677 ",1183,S  HOLLOW RD,WATERBURY,VT,05677,-72.69211,44.411777,50,023,954300,2
"96 BARRE ST MONTPELIER, VT 05602 ",96,BARRE ST,MONTPELIER,VT,05602,-72.573109,44.256381,50,023,954800,2
"248 MAIN ST LYNDON, VT 05851 ",248,MAIN ST,LYNDON,VT,05851,-72.003461,44.537214,50,005,957200,2
"51 MAIN ST STOWE, VT 05672 ",51,MAIN ST,STOWE,VT,05672,-72.686341,44.465638,50,015,953600,1
"61 SPITZER RD JOHNSON, VT 05656 ",61,SPITZER RD,JOHNSON,VT,05656,-72.617836,44.652649,50,015,953200,2
"43 HARRISON AVE BARTON, VT 05822 ",43,HARRISON AVE,BARTON,VT,05822,-72.17897,44.751378,50,019,951800,1
"4581 MAIN ST WAITSFIELD, VT 05673 ",4581,MAIN ST,WAITSFIELD,VT,05673,-72.827592,44.188772,50,023,955700,2
"2020 KINNEY HILL RD NEWARK, VT 05871 ",2020,KINNEY HILL RD,NEWARK,VT,05871,-71.938478,44.726606,50,005,957000,1
"295 E COBBLE HILL RD BARRE TOWN, VT 05641 ",295,E   COBBLE HILL RD,BARRE TOWN,VT,05641,-72.452556,44.168703,50,023,955300,1
"134 COLD HOLLOW DR BELVIDERE, VT 05442 ",134,COLD HOLLOW DR,BELVIDERE,VT,05442,-72.638409,44.764843,50,015,953000,2
"94 CHANDLER FARM RD STOWE, VT 05672 ",94,CHANDLER FARM RD,STOWE,VT,05672,-72.674523,44.444331,50,015,953600,2
"588 MOUNT VERNON ST NEWPORT CITY, VT 05855 ",588,MOUNT VERNON ST,NEWPORT CITY,VT,05855,-72.192562,44.932963,50,019,951400,3
"3705 VT ROUTE 101 TROY, VT 05859 ",3705,VT ROUTE 101,TROY,VT,05859,-72.405212,44.913116,50,019,951600,4
"6493 VT ROUTE 14 WOODBURY, VT 05843 ",6493,VT ROUTE 14,WOODBURY,VT,05843,-72.398811,44.47463,50,023,954100,1
"12 CASSIE ST BARRE CITY, VT 05641 ",12,CASSIE ST,BARRE CITY,VT,05641,-72.488767,44.200547,50,023,955100,2
"29 LITTLE HILL RD MIDDLESEX, VT 05602 ",29,LITTLE HILL RD,MIDDLESEX,VT,05602,-72.590395,44.29444,50,023,954200,2
"323 BRIDGE ST MORRISTOWN, VT 05661 ",323,BRIDGE ST,MORRISTOWN,VT,05661,-72.605007,44.564156,50,015,953500,2
"55 PALISADES ST STOWE, VT 05672 ",55,PALISADES ST,STOWE,VT,05672,-72.690688,44.463952,50,015,953600,3
"1255 SCHOOLHOUSE RD BROWNINGTON, VT 05860 ",1255,SCHOOLHOUSE RD,BROWNINGTON,VT,05860,-72.124847,44.814757,50,019,951900,2
"105 JONES RD MORGAN, VT 05853 ",105,JONES RD,MORGAN,VT,05853,-72.005518,44.894015,50,019,951100,1
"34 LAKESIDE LN BARTON, VT 05822 ",34,LAKESIDE LN,BARTON,VT,05822,-72.158741,44.731218,50,019,951800,1
"67 WELCH PARK DR MIDDLESEX, VT 05602 ",67,WELCH PARK DR,MIDDLESEX,VT,05602,-72.694436,44.299367,50,023,954200,2
"21 HIGHLAND AVE BARRE CITY, VT 05641 ",21,HIGHLAND AVE,BARRE CITY,VT,05641,-72.495493,44.195678,50,023,955100,2
"264 SLOPESIDE RD JAY, VT 05859 ",264,SLOPESIDE RD,JAY,VT,05859,-72.506788,44.937122,50,019,951600,5
"6969 MAIN ST WAITSFIELD, VT 05673 ",6969,MAIN ST,WAITSFIELD,VT,05673,-72.833503,44.161251,50,023,955700,1
"1989 SHADOW LAKE RD WATERFORD, VT 05819 ",1989,SHADOW LAKE RD,WATERFORD,VT,05819,-71.86353,44.36713,50,005,957900,1
"440 STONE SHORE RD GLOVER, VT 05839 ",440,STONE SHORE RD,GLOVER,VT,05839,-72.220966,44.669463,50,019,952000,1
"317 MAPLE HILL RD HOLLAND, VT 05830 ",317,MAPLE HILL RD,HOLLAND,VT,05830,-71.979225,44.959111,50,019,951100,1
"52 RIVERSIDE TER HARDWICK, VT 05843 ",52,RIVERSIDE TER,HARDWICK,VT,05843,-72.367887,44.505336,50,005,957700,1
"582 MAGOON RD MORRISTOWN, VT 05661 ",582,MAGOON RD,MORRISTOWN,VT,05661,-72.637007,44.551917,50,015,953500,2
