address_full,number,street,city,state,zip,longitude,latitude,statefp,countyfp,tractce,blkgrpce
"1279 PORRELL RD GRANBY, VT 05858 ",1279,PORRELL RD,GRANBY,VT,05858,-71.756253,44.585224,50,009,950500,1
"823 GIDEONS MILL RD BRIGHTON, VT 05846 ",823,GIDEONS MILL RD,BRIGHTON,VT,05846,-71.928019,44.816063,50,009,950200,1
"1383 CANAAN HILL RD AVERILL, VT 05901 ",1383,CANAAN HILL RD,AVERILL,VT,05901,-71.6562,44.981608,50,009,950100,1
"503 DERBY ST BRIGHTON, VT 05846 ",503,DERBY ST,BRIGHTON,VT,05846,-71.886949,44.807075,50,009,950200,1
"1507 HEAD OF THE POND RD BRIGHTON, VT 05846 ",1507,HEAD OF THE POND RD,BRIGHTON,VT,05846,-71.850512,44.775685,50,009,950200,1
"2286 CROSS RD CONCORD, VT 05824 ",2286,CROSS RD,CONCORD,VT,05824,-71.89756,44.426994,50,009,950500,2
"0 SPENCER HILL RD BLOOMFIELD, VT 05905 ",0,SPENCER HILL RD,BLOOMFIELD,VT,05905,-71.634342,44.754612,50,009,950100,1
"866 MOUNTAIN RD EAST HAVEN, VT 05837 ",866,MOUNTAIN RD,EAST HAVEN,VT,05837,-71.877086,44.643,50,009,950500,1
"1396 RIVER RD LUNENBURG, VT 05906 ",1396,RIVER RD,LUNENBURG,VT,05906,-71.679871,44.435452,50,009,950500,3
"44 CROSS ST BRIGHTON, VT 05846 ",44,CROSS ST,BRIGHTON,VT,05846,-71.8815,44.814417,50,009,950200,1
"213 NORTON LAKE ACCESS RD WARRENS GORE, VT 05907 ",213,NORTON LAKE ACCESS RD,WARRENS GORE,VT,05907,-71.870657,44.923978,50,009,950100,1
"2704 HALL RD MAIDSTONE, VT 05905 ",2704,HALL RD,MAIDSTONE,VT,05905,-71.633693,44.638211,50,009,950100,1
"161 FISHING VILLAGE RD BRIGHTON, VT 05846 ",161,FISHING VILLAGE RD,BRIGHTON,VT,05846,-71.855772,44.803881,50,009,950200,1
"1268 LAKESHORE DR BRIGHTON, VT 05846 ",1268,LAKESHORE DR,BRIGHTON,VT,05846,-71.856797,44.802175,50,009,950200,1
"397 WESTSIDE LAKE RD MAIDSTONE, VT 05905 ",397,WESTSIDE LAKE RD,MAIDSTONE,VT,05905,-71.648871,44.662298,50,009,950100,1
"6412 VT ROUTE 102 GUILDHALL, VT 05905 ",6412,VT ROUTE 102,GUILDHALL,VT,05905,-71.576781,44.565897,50,009,950500,1
"2556 RIVER RD LUNENBURG, VT 05904 ",2556,RIVER RD,LUNENBURG,VT,05904,-71.70768,44.414969,50,009,950500,3
"2011 E BRIGHTON RD BRIGHTON, VT 05846 ",2011,E  BRIGHTON RD,BRIGHTON,VT,05846,-71.849339,44.806528,50,009,950200,1
"344 GOUDREAULT HILL RD CONCORD, VT 05824 ",344,GOUDREAULT HILL RD,CONCORD,VT,05824,-71.858417,44.436886,50,009,950500,2
"0 TODD HILL RD LEMINGTON, VT 05903 ",0,TODD HILL RD,LEMINGTON,VT,05903,-71.587703,44.930852,50,009,950100,1
"4 FELKER RD GRANBY, VT 05858 ",4,FELKER RD,GRANBY,VT,05858,-71.749798,44.56891,50,009,950500,1
"4716 VT ROUTE 114 CANAAN, VT 05903 ",4716,VT ROUTE 114,CANAAN,VT,05903,-71.632514,45.009585,50,009,950100,2
"0 BOBBIN MILL RD LUNENBURG, VT 05906 ",0,BOBBIN MILL RD,LUNENBURG,VT,05906,-71.668952,44.490633,50,009,950500,1
"196 SLADYK TRL WARRENS GORE, VT 05907 ",196,SLADYK TRL,WARRENS GORE,VT,05907,-71.869925,44.935826,50,009,950100,1
"0 SNOW HILL RD BLOOMFIELD, VT 05905 ",0,SNOW HILL RD,BLOOMFIELD,VT,05905,-71.612053,44.791335,50,009,950100,1
"501 TEN MILE SQUARE RD BRIGHTON, VT 05846 ",501,TEN MILE SQUARE RD,BRIGHTON,VT,05846,-71.911267,44.827413,50,009,950200,1
"433 WALKER RD FERDINAND, VT 05846 ",433,WALKER RD,FERDINAND,VT,05846,-71.801342,44.779201,50,009,950100,1
"0 WESTSIDE LAKE RD MAIDSTONE, VT 05905 ",0,WESTSIDE LAKE RD,MAIDSTONE,VT,05905,-71.657254,44.644988,50,009,950100,1
"503 LAKE VIEW RD NORTON, VT 05907 ",503,LAKE VIEW RD,NORTON,VT,05907,-71.710386,44.997914,50,009,950100,1
"0 JOHNSON RD CONCORD, VT 05824 ",0,JOHNSON RD,CONCORD,VT,05824,-71.824295,44.399344,50,009,950500,2
"1798 VT ROUTE 105 FERDINAND, VT 05846 ",1798,VT ROUTE 105,FERDINAND,VT,05846,-71.768936,44.779947,50,009,950100,1
"997 VT ROUTE 102 CANAAN, VT 05903 ",997,VT ROUTE 102,CANAAN,VT,05903,-71.520105,44.921687,50,009,950100,2
"350 HUDSON RD CANAAN, VT 05903 ",350,HUDSON RD,CANAAN,VT,05903,-71.540397,44.935233,50,009,950100,2
"1764 VT ROUTE 114 WARRENS GORE, VT 05907 ",1764,VT ROUTE 114,WARRENS GORE,VT,05907,-71.87507,44.909194,50,009,950100,1
"1495 COLBY RD LUNENBURG, VT 05906 ",1495,COLBY RD,LUNENBURG,VT,05906,-71.674624,44.51831,50,009,950500,1
"347 NELSON RD NORTON, VT 05907 ",347,NELSON RD,NORTON,VT,05907,-71.798944,45.010549,50,009,950100,1
"245 FAY RD FERDINAND, VT 05846 ",245,FAY RD,FERDINAND,VT,05846,-71.776063,44.783079,50,009,950100,1
"4064 VT ROUTE 114 CANAAN, VT 05903 ",4064,VT ROUTE 114,CANAAN,VT,05903,-71.619607,45.009811,50,009,950100,2
"56 ENID CIR CANAAN, VT 05903 ",56,ENID CIR,CANAAN,VT,05903,-71.541632,44.99935,50,009,950100,2
"109 BACK ST BRIGHTON, VT 05846 ",109,BACK ST,BRIGHTON,VT,05846,-71.875021,44.817109,50,009,950200,1
"944 CAMPERS LN CONCORD, VT 05824 ",944,CAMPERS LN,CONCORD,VT,05824,-71.811822,44.443406,50,009,950500,2
"94 PATNAUDE HILL RD BLOOMFIELD, VT 05905 ",94,PATNAUDE HILL RD,BLOOMFIELD,VT,05905,-71.633891,44.749889,50,009,950100,1
"17 ETHAN ALLEN DR CANAAN, VT 05903 ",17,ETHAN ALLEN DR,CANAAN,VT,05903,-71.541606,44.998312,50,009,950100,2
"151 JACKSON LODGE VLG CANAAN, VT 05903 ",151,JACKSON LODGE VLG,CANAAN,VT,05903,-71.612874,45.012492,50,009,950100,2
"204 W MAIN ST LUNENBURG, VT 05906 ",204,W  MAIN ST,LUNENBURG,VT,05906,-71.689953,44.462526,50,009,950500,1
"7037 E BRANCH RD LEWIS, VT 05907 ",7037,E   BRANCH RD,LEWIS,VT,05907,-71.684111,44.883184,50,009,950100,1
"1394 N CONCORD RD CONCORD, VT 05858 ",1394,N   CONCORD RD,CONCORD,VT,05858,-71.851251,44.468992,50,009,950500,2
"90 E MAIN ST LUNENBURG, VT 05906 ",90,E   MAIN ST,LUNENBURG,VT,05906,-71.679086,44.463054,50,009,950500,3
"742 GRAHAM RD BLOOMFIELD, VT 05905 ",742,GRAHAM RD,BLOOMFIELD,VT,05905,-71.636804,44.754611,50,009,950100,1
"184 PLEASANT ST BRIGHTON, VT 05846 ",184,PLEASANT ST,BRIGHTON,VT,05846,-71.882849,44.808219,50,009,950200,1
"275 NORCOTT LN BLOOMFIELD, VT 05905 ",275,NORCOTT LN,BLOOMFIELD,VT,05905,-71.647937,44.778476,50,009,950100,1
"79 CHARLOTTE LN CONCORD, VT 05824 ",79,CHARLOTTE LN,CONCORD,VT,05824,-71.872135,44.405562,50,009,950500,2
"0 BAPTIST HILL RD LUNENBURG, VT 05906 ",0,BAPTIST HILL RD,LUNENBURG,VT,05906,-71.69948,44.459719,50,009,950500,3
"494 PLEASANT ST BRIGHTON, VT 05846 ",494,PLEASANT ST,BRIGHTON,VT,05846,-71.879593,44.804491,50,009,950200,1
"53 MOUNTAIN ST BRIGHTON, VT 05846 ",53,MOUNTAIN ST,BRIGHTON,VT,05846,-71.881254,44.817077,50,009,950200,1
"128 GALE ST CANAAN, VT 05903 ",128,GALE ST,CANAAN,VT,05903,-71.537319,44.996424,50,009,950100,2
"174 VT ROUTE 114 CANAAN, VT 05903 ",174,VT ROUTE 114,CANAAN,VT,05903,-71.546865,45.001659,50,009,950100,2
"297 BOYS CAMP RD LUNENBURG, VT 05906 ",297,BOYS CAMP RD,LUNENBURG,VT,05906,-71.696315,44.494446,50,009,950500,1
"0 CEDAR ST LUNENBURG, VT 05904 ",0,CEDAR ST,LUNENBURG,VT,05904,-71.719957,44.415034,50,009,950500,3
"576 DERBY ST BRIGHTON, VT 05846 ",576,DERBY ST,BRIGHTON,VT,05846,-71.888185,44.806524,50,009,950200,1
"210 GLENSIDE LN CONCORD, VT 05858 ",210,GLENSIDE LN,CONCORD,VT,05858,-71.859701,44.469424,50,009,950500,2
"46 PRIVATE WEST 9 MAIDSTONE, VT 05905 ",46,PRIVATE WEST 9,MAIDSTONE,VT,05905,-71.660591,44.640596,50,009,950100,1
"0 BAPTIST HILL RD LUNENBURG, VT 05906 ",0,BAPTIST HILL RD,LUNENBURG,VT,05906,-71.721483,44.430531,50,009,950500,3
"14 DERBY ST BRIGHTON, VT 05846 ",14,DERBY ST,BRIGHTON,VT,05846,-71.881808,44.812852,50,009,950200,1
"296 LAKE ST BRIGHTON, VT 05846 ",296,LAKE ST,BRIGHTON,VT,05846,-71.865393,44.812802,50,009,950200,1
"122 W MCCONNELL POND RD BRIGHTON, VT 05846 ",122,W  MCCONNELL POND RD,BRIGHTON,VT,05846,-71.838666,44.800445,50,009,950200,1
"1400 CROSS RD CONCORD, VT 05824 ",1400,CROSS RD,CONCORD,VT,05824,-71.911729,44.422567,50,009,950500,2
"2832 LEONARD HILL RD CONCORD, VT 05824 ",2832,LEONARD HILL RD,CONCORD,VT,05824,-71.808799,44.421222,50,009,950500,2
"1520 CAMPERS LN CONCORD, VT 05824 ",1520,CAMPERS LN,CONCORD,VT,05824,-71.821284,44.44659,50,009,950500,2
"500 DANCE HALL RD LUNENBURG, VT 05906 ",500,DANCE HALL RD,LUNENBURG,VT,05906,-71.766999,44.458543,50,009,950500,3
"0 VT ROUTE 141 CANAAN, VT 05903 ",0,VT ROUTE 141,CANAAN,VT,05903,-71.559676,45.010761,50,009,950100,2
"3241 GRANBY RD GUILDHALL, VT 05905 ",3241,GRANBY RD,GUILDHALL,VT,05905,-71.657947,44.572447,50,009,950500,1
"391 HALL STREAM RD CANAAN, VT 05902 ",391,HALL STREAM RD,CANAAN,VT,05902,-71.500056,45.012844,50,009,950100,2
"3959 VT ROUTE 102 CANAAN, VT 05903 ",3959,VT ROUTE 102,CANAAN,VT,05903,-71.528891,44.96212,50,009,950100,2
"0 STEVENS RD BLOOMFIELD, VT 05905 ",0,STEVENS RD,BLOOMFIELD,VT,05905,-71.577253,44.802116,50,009,950100,1
"231 COTTAGE DR BRIGHTON, VT 05846 ",231,COTTAGE DR,BRIGHTON,VT,05846,-71.872846,44.800187,50,009,950200,1
"589 VT ROUTE 105 FERDINAND, VT 05846 ",589,VT ROUTE 105,FERDINAND,VT,05846,-71.792007,44.783003,50,009,950100,1
"199 BEACH RD AVERILL, VT 05901 ",199,BEACH RD,AVERILL,VT,05901,-71.686062,44.969184,50,009,950100,1
"0 BOBBIN MILL RD LUNENBURG, VT 05906 ",0,BOBBIN MILL RD,LUNENBURG,VT,05906,-71.677314,44.477321,50,009,950500,1
"875 HATCHERY BROOK RD AVERILL, VT 05901 ",875,HATCHERY BROOK RD,AVERILL,VT,05901,-71.689708,44.965801,50,009,950100,1
"0 MAIDSTONE LAKE RD MAIDSTONE, VT 05905 ",0,MAIDSTONE LAKE RD,MAIDSTONE,VT,05905,-71.645628,44.66318,50,009,950100,1
"180 GLENSIDE LN CONCORD, VT 05858 ",180,GLENSIDE LN,CONCORD,VT,05858,-71.859727,44.468792,50,009,950500,2
"4273 VT ROUTE 102 BLOOMFIELD, VT 05905 ",4273,VT ROUTE 102,BLOOMFIELD,VT,05905,-71.577893,44.794115,50,009,950100,1
"61 COURTHOUSE DR GUILDHALL, VT 05905 ",61,COURTHOUSE DR,GUILDHALL,VT,05905,-71.561661,44.565495,50,009,950500,1
"494 MAIN ST CONCORD, VT 05824 ",494,MAIN ST,CONCORD,VT,05824,-71.885714,44.42844,50,009,950500,2
"0 MAIDSTONE LAKE RD MAIDSTONE, VT 05905 ",0,MAIDSTONE LAKE RD,MAIDSTONE,VT,05905,-71.640158,44.650297,50,009,950100,1
"467 POND HILL RD LUNENBURG, VT 05906 ",467,POND HILL RD,LUNENBURG,VT,05906,-71.692362,44.480568,50,009,950500,1
"0 MAIDSTONE LAKE RD MAIDSTONE, VT 05905 ",0,MAIDSTONE LAKE RD,MAIDSTONE,VT,05905,-71.647989,44.66543,50,009,950100,1
"4 LAKE EAST 2 MAIDSTONE, VT 05905 ",4,LAKE EAST 2,MAIDSTONE,VT,05905,-71.641285,44.642154,50,009,950100,1
"47 BEAGLE DR CONCORD, VT 05906 ",47,BEAGLE DR,CONCORD,VT,05906,-71.754804,44.427999,50,009,950500,2
"0 BAPTIST HILL RD LUNENBURG, VT 05906 ",0,BAPTIST HILL RD,LUNENBURG,VT,05906,-71.72496,44.435978,50,009,950500,3
"547 E MAIN ST CONCORD, VT 05824 ",547,E   MAIN ST,CONCORD,VT,05824,-71.875919,44.448045,50,009,950500,2
"79 COMMERCIAL AVE LUNENBURG, VT 05904 ",79,COMMERCIAL AVE,LUNENBURG,VT,05904,-71.717789,44.413302,50,009,950500,3
"18 LAKE ACCESS RD CANAAN, VT 05903 ",18,LAKE ACCESS RD,CANAAN,VT,05903,-71.633941,45.008649,50,009,950100,2
"0 PENN RD CANAAN, VT 05903 ",0,PENN RD,CANAAN,VT,05903,-71.603922,45.005127,50,009,950100,2
"43 WASHINGTON AVE LUNENBURG, VT 05904 ",43,WASHINGTON AVE,LUNENBURG,VT,05904,-71.717684,44.412792,50,009,950500,3
"10 BACK ST BRIGHTON, VT 05846 ",10,BACK ST,BRIGHTON,VT,05846,-71.876868,44.817768,50,009,950200,1
"513 LADD RD CONCORD, VT 05824 ",513,LADD RD,CONCORD,VT,05824,-71.859197,44.458094,50,009,950500,2
"146 HIGH ST CONCORD, VT 05824 ",146,HIGH ST,CONCORD,VT,05824,-71.886963,44.42974,50,009,950500,2
"480 NOTCH POND RD BRUNSWICK, VT 05905 ",480,NOTCH POND RD,BRUNSWICK,VT,05905,-71.7073,44.736712,50,009,950100,1
"195 HASTINGS RD LUNENBURG, VT 05906 ",195,HASTINGS RD,LUNENBURG,VT,05906,-71.738223,44.459384,50,009,950500,3
"0 LECLAIR RD CONCORD, VT 05824 ",0,LECLAIR RD,CONCORD,VT,05824,-71.834356,44.390535,50,009,950500,2
"36 MIDDLE ST BRIGHTON, VT 05846 ",36,MIDDLE ST,BRIGHTON,VT,05846,-71.88192,44.817213,50,009,950200,1
"763 LONG HILL RD CONCORD, VT 05824 ",763,LONG HILL RD,CONCORD,VT,05824,-71.869655,44.423769,50,009,950500,2
"130 ISLAND VIEW DR BRIGHTON, VT 05846 ",130,ISLAND VIEW DR,BRIGHTON,VT,05846,-71.859963,44.804659,50,009,950200,1
"651 US ROUTE 2 GUILDHALL, VT 05905 ",651,US ROUTE 2,GUILDHALL,VT,05905,-71.600415,44.491051,50,009,950500,1
"10 BLUE HERON LN CONCORD, VT 05824 ",10,BLUE HERON LN,CONCORD,VT,05824,-71.802248,44.446757,50,009,950500,2
"1002 S LUNENBURG RD LUNENBURG, VT 05906 ",1002,S  LUNENBURG RD,LUNENBURG,VT,05906,-71.675341,44.437942,50,009,950500,3
"0 VT ROUTE 102 BLOOMFIELD, VT 05905 ",0,VT ROUTE 102,BLOOMFIELD,VT,05905,-71.568652,44.825663,50,009,950100,1
"70 BUNNELL RD CONCORD, VT 05824 ",70,BUNNELL RD,CONCORD,VT,05824,-71.862423,44.38458,50,009,950500,2
"40 LANCASTER RD LUNENBURG, VT 05906 ",40,LANCASTER RD,LUNENBURG,VT,05906,-71.65192,44.465987,50,009,950500,3
"4003 LEONARD HILL RD CONCORD, VT 05824 ",4003,LEONARD HILL RD,CONCORD,VT,05824,-71.831384,44.416135,50,009,950500,2
"230 HALL RD MAIDSTONE, VT 05905 ",230,HALL RD,MAIDSTONE,VT,05905,-71.595759,44.65742,50,009,950100,1
"37 COMMERCIAL AVE LUNENBURG, VT 05904 ",37,COMMERCIAL AVE,LUNENBURG,VT,05904,-71.716303,44.413474,50,009,950500,3
"1041 TODD HILL RD CANAAN, VT 05903 ",1041,TODD HILL RD,CANAAN,VT,05903,-71.54275,44.925129,50,009,950100,2
"107 STODDARD RD LUNENBURG, VT 05906 ",107,STODDARD RD,LUNENBURG,VT,05906,-71.696732,44.488425,50,009,950500,1
"170 DOLLOFF MOUNTAIN RD BRIGHTON, VT 05846 ",170,DOLLOFF MOUNTAIN RD,BRIGHTON,VT,05846,-71.932853,44.825171,50,009,950200,1
"34 ALBERTS WAY AVERILL, VT 05901 ",34,ALBERTS WAY,AVERILL,VT,05901,-71.685208,44.985458,50,009,950100,1
"104 PARADIS MOUNTAIN RD BRIGHTON, VT 05846 ",104,PARADIS MOUNTAIN RD,BRIGHTON,VT,05846,-71.888648,44.803877,50,009,950200,1
"1007 TOLMAN BROOK RD GRANBY, VT 05858 ",1007,TOLMAN BROOK RD,GRANBY,VT,05858,-71.721954,44.610753,50,009,950500,1
"2641 MAIDSTONE LAKE RD MAIDSTONE, VT 05905 ",2641,MAIDSTONE LAKE RD,MAIDSTONE,VT,05905,-71.63727,44.678533,50,009,950100,1
"119 WOODLAND TRAIL RD BRIGHTON, VT 05846 ",119,WOODLAND TRAIL RD,BRIGHTON,VT,05846,-71.855151,44.799701,50,009,950200,1
"146 SAWMILL RD CONCORD, VT 05824 ",146,SAWMILL RD,CONCORD,VT,05824,-71.899133,44.43472,50,009,950500,2
"0 RIVER RD LUNENBURG, VT 05906 ",0,RIVER RD,LUNENBURG,VT,05906,-71.661775,44.444258,50,009,950500,3
"420 COTTAGE RD AVERILL, VT 05901 ",420,COTTAGE RD,AVERILL,VT,05901,-71.704087,44.993585,50,009,950100,1
"268 BAKER LN CONCORD, VT 05824 ",268,BAKER LN,CONCORD,VT,05824,-71.876573,44.401254,50,009,950500,2
"917 OREGON RD CONCORD, VT 05906 ",917,OREGON RD,CONCORD,VT,05906,-71.768818,44.452702,50,009,950500,2
"332 MCRAE RD BRIGHTON, VT 05846 ",332,MCRAE RD,BRIGHTON,VT,05846,-71.938951,44.801611,50,009,950200,1
"200 BOBBIN MILL RD LUNENBURG, VT 05906 ",200,BOBBIN MILL RD,LUNENBURG,VT,05906,-71.681648,44.468753,50,009,950500,1
"0 COLBY RD LUNENBURG, VT 05906 ",0,COLBY RD,LUNENBURG,VT,05906,-71.675695,44.50274,50,009,950500,1
"0 RIVER RD LUNENBURG, VT 05906 ",0,RIVER RD,LUNENBURG,VT,05906,-71.679473,44.435951,50,009,950500,3
"1551 VT ROUTE 114 S NORTON, VT 05907 ",1551,VT ROUTE 114   S,NORTON,VT,05907,-71.804269,44.987963,50,009,950100,1
