address_full,number,street,city,state,zip,longitude,latitude,statefp,countyfp,tractce,blkgrpce
"708 ELM ST DERBY, VT 05830 ",708,ELM ST,DERBY,VT,05830,-72.115724,45.003557,50,019,951200,1
"853 BERGERON RD TROY, VT 05859 ",853,BERGERON RD,TROY,VT,05859,-72.376272,44.953643,50,019,951600,3
"66 DURKEE RD GREENSBORO, VT 05843 ",66,DURKEE RD,GREENSBORO,VT,05843,-72.357637,44.605833,50,019,952000,2
"4495 GLEN RD COVENTRY, VT 05855 ",4495,GLEN RD,COVENTRY,VT,05855,-72.179926,44.885422,50,019,951900,1
"1775 VT ROUTE 105 W TROY, VT 05859 ",1775,VT ROUTE 105   W,TROY,VT,05859,-72.421383,44.963712,50,019,951600,4
"386 PROUTY BEACH RD NEWPORT CITY, VT 05855 ",386,PROUTY BEACH RD,NEWPORT CITY,VT,05855,-72.208445,44.947214,50,019,951500,2
"1537 BUZZELL RD NEWPORT TOWN, VT 05857 ",1537,BUZZELL RD,NEWPORT TOWN,VT,05857,-72.297639,44.978185,50,019,951600,1
"171 RANDOLPH RD GREENSBORO, VT 05841 ",171,RANDOLPH RD,GREENSBORO,VT,05841,-72.307285,44.573517,50,019,952000,2
"106 MOUNT VERNON ST NEWPORT CITY, VT 05855 ",106,MOUNT VERNON ST,NEWPORT CITY,VT,05855,-72.19995,44.936504,50,019,951400,3
"489 NORTH BEACH RD WESTMORE, VT 05860 ",489,NORTH BEACH RD,WESTMORE,VT,05860,-72.073498,44.779101,50,019,951900,2
"100 POINT DR DERBY, VT 05855 ",100,POINT DR,DERBY,VT,05855,-72.209616,44.99101,50,019,951300,1
"2147 MAY POND RD BARTON, VT 05822 ",2147,MAY POND RD,BARTON,VT,05822,-72.118792,44.742891,50,019,951800,1
"404 VT ROUTE 111 DERBY, VT 05829 ",404,VT ROUTE 111,DERBY,VT,05829,-72.125795,44.945661,50,019,951200,3
"697 LAKE RD NEWPORT CITY, VT 05855 ",697,LAKE RD,NEWPORT CITY,VT,05855,-72.226091,44.937532,50,019,951500,2
"18 WHITE BIRCH LN DERBY, VT 05855 ",18,WHITE BIRCH LN,DERBY,VT,05855,-72.181676,44.973596,50,019,951300,1
"14 LAKE CIR DERBY, VT 05855 ",14,LAKE CIR,DERBY,VT,05855,-72.185462,44.973234,50,019,951300,1
"180 KITTREDGE RD BROWNINGTON, VT 05860 ",180,KITTREDGE RD,BROWNINGTON,VT,05860,-72.131921,44.800619,50,019,951900,2
"122 HINMAN ST NEWPORT CITY, VT 05855 ",122,HINMAN ST,NEWPORT CITY,VT,05855,-72.199828,44.932382,50,019,951400,3
"9 BOUCHER CIR DERBY, VT 05829 ",9,BOUCHER CIR,DERBY,VT,05829,-72.134648,44.95285,50,019,951300,1
"49 LINCOLN AVE BARTON, VT 05822 ",49,LINCOLN AVE,BARTON,VT,05822,-72.180179,44.7527,50,019,951800,1
"133 ESTATES DR NEWPORT CITY, VT 05855 ",133,ESTATES DR,NEWPORT CITY,VT,05855,-72.203959,44.956758,50,019,951500,2
"9806 VT ROUTE 105 CHARLESTON, VT 05846 ",9806,VT ROUTE 105,CHARLESTON,VT,05846,-71.950254,44.8144,50,019,951100,2
"100 SECOND ST NEWPORT CITY, VT 05855 ",100,SECOND ST,NEWPORT CITY,VT,05855,-72.209582,44.933979,50,019,951500,1
"117 ASPENHURST GREENSBORO, VT 05841 ",117,ASPENHURST,GREENSBORO,VT,05841,-72.316381,44.584749,50,019,952000,2
"276 HILLANDALE RD IRASBURG, VT 05845 ",276,HILLANDALE RD,IRASBURG,VT,05845,-72.28646,44.857322,50,019,951700,2
"2050 DEXTER MOUNTAIN RD GLOVER, VT 05839 ",2050,DEXTER MOUNTAIN RD,GLOVER,VT,05839,-72.159551,44.701269,50,019,952000,1
"401 ROBILARD RD DERBY, VT 05829 ",401,ROBILARD RD,DERBY,VT,05829,-72.079313,44.952888,50,019,951200,2
"437 E RICHFORD SLIDE RD RICHFORD, VT 05476 ",437,E   RICHFORD SLIDE RD,RICHFORD,VT,05476,-72.552715,45.003573,50,019,951600,5
"102 SEYMOUR LN NEWPORT CITY, VT 05855 ",102,SEYMOUR LN,NEWPORT CITY,VT,05855,-72.210571,44.936382,50,019,951500,2
"1248 BUSHEY HILL RD DERBY, VT 05855 ",1248,BUSHEY HILL RD,DERBY,VT,05855,-72.107058,44.894574,50,019,951200,3
"203 DAVIO PL GLOVER, VT 05875 ",203,DAVIO PL,GLOVER,VT,05875,-72.231736,44.729867,50,019,952000,1
"811 GUYETTE DR IRASBURG, VT 05860 ",811,GUYETTE DR,IRASBURG,VT,05860,-72.23926,44.81536,50,019,951700,2
"75 STERLING LN WESTMORE, VT 05860 ",75,STERLING LN,WESTMORE,VT,05860,-72.045504,44.760791,50,019,951900,2
"72 SEYMOUR LN NEWPORT CITY, VT 05855 ",72,SEYMOUR LN,NEWPORT CITY,VT,05855,-72.209945,44.936577,50,019,951500,2
"24 JOSEPH ST DERBY, VT 05829 ",24,JOSEPH ST,DERBY,VT,05829,-72.144738,44.952421,50,019,951300,1
"13 CHURCH ST NEWPORT TOWN, VT 05857 ",13,CHURCH ST,NEWPORT TOWN,VT,05857,-72.303762,44.951636,50,019,951600,1
"101 ARCADIA LN WESTMORE, VT 05871 ",101,ARCADIA LN,WESTMORE,VT,05871,-72.006539,44.705793,50,019,951900,2
"1774 CAMP WINAPE RD MORGAN, VT 05872 ",1774,CAMP WINAPE RD,MORGAN,VT,05872,-71.984336,44.882864,50,019,951100,1
"3644 US ROUTE 5 IRASBURG, VT 05845 ",3644,US ROUTE 5,IRASBURG,VT,05845,-72.261232,44.844376,50,019,951700,2
"2890 VT ROUTE 58 E LOWELL, VT 05847 ",2890,VT ROUTE 58   E,LOWELL,VT,05847,-72.398464,44.812672,50,019,951700,1
"1469 TEN MILE SQUARE RD CHARLESTON, VT 05846 ",1469,TEN MILE SQUARE RD,CHARLESTON,VT,05846,-71.944264,44.826287,50,019,951100,2
"60 ROCKY LEDGE RD CHARLESTON, VT 05833 ",60,ROCKY LEDGE RD,CHARLESTON,VT,05833,-71.979084,44.836367,50,019,951100,2
"4204 VT ROUTE 101 TROY, VT 05859 ",4204,VT ROUTE 101,TROY,VT,05859,-72.405582,44.90541,50,019,951600,4
"50 HINMAN ST NEWPORT CITY, VT 05855 ",50,HINMAN ST,NEWPORT CITY,VT,05855,-72.201165,44.932893,50,019,951400,3
"2 UNION ST ORLEANS, VT 05860 ",2,UNION ST,ORLEANS,VT,05860,-72.199316,44.810508,50,019,951800,2
"616 GENDRON RD JAY, VT 05859 ",616,GENDRON RD,JAY,VT,05859,-72.450591,44.949796,50,019,951600,5
"162 CASWELL AVE DERBY, VT 05830 ",162,CASWELL AVE,DERBY,VT,05830,-72.09645,45.005417,50,019,951200,1
"98 FERNWOOD CIR NEWPORT CITY, VT 05855 ",98,FERNWOOD CIR,NEWPORT CITY,VT,05855,-72.193124,44.949949,50,019,951400,1
"1853 GLOVER RD BARTON, VT 05822 ",1853,GLOVER RD,BARTON,VT,05822,-72.183573,44.722647,50,019,951800,3
"1369 W GLOVER RD IRASBURG, VT 05845 ",1369,W   GLOVER RD,IRASBURG,VT,05845,-72.269075,44.771143,50,019,951700,2
"10 HOLE ONE JAY, VT 05859 ",10,HOLE ONE,JAY,VT,05859,-72.498175,44.935728,50,019,951600,5
"75 CITIZENS RD DERBY, VT 05855 ",75,CITIZENS RD,DERBY,VT,05855,-72.178189,44.924278,50,019,951300,1
"2520 MORGAN CHARLESTON RD CHARLESTON, VT 05853 ",2520,MORGAN CHARLESTON RD,CHARLESTON,VT,05853,-72.008171,44.877237,50,019,951100,2
"345 E MAIN ST TROY, VT 05859 ",345,E   MAIN ST,TROY,VT,05859,-72.393838,44.99444,50,019,951600,3
"980 PAGE RD LOWELL, VT 05847 ",980,PAGE RD,LOWELL,VT,05847,-72.485957,44.75881,50,019,951700,1
"94 SAINT LAURENT ST NEWPORT CITY, VT 05855 ",94,SAINT LAURENT ST,NEWPORT CITY,VT,05855,-72.195701,44.955387,50,019,951400,1
"2711 VT ROUTE 5A WESTMORE, VT 05860 ",2711,VT ROUTE 5A,WESTMORE,VT,05860,-72.051895,44.755533,50,019,951900,2
"1180 LANE RD COVENTRY, VT 05855 ",1180,LANE RD,COVENTRY,VT,05855,-72.255395,44.919221,50,019,951900,1
"440 OLD COTTAGE LN WESTMORE, VT 05822 ",440,OLD COTTAGE LN,WESTMORE,VT,05822,-72.070723,44.757714,50,019,951900,2
"251 GEBBIE RD GREENSBORO, VT 05841 ",251,GEBBIE RD,GREENSBORO,VT,05841,-72.308087,44.605468,50,019,952000,2
"1134 BLUFF RD NEWPORT CITY, VT 05855 ",1134,BLUFF RD,NEWPORT CITY,VT,05855,-72.214382,44.956938,50,019,951500,2
"5854 WILLOUGHBY LAKE RD WESTMORE, VT 05822 ",5854,WILLOUGHBY LAKE RD,WESTMORE,VT,05822,-72.078476,44.779573,50,019,951900,2
"2580 PERRON HL GLOVER, VT 05839 ",2580,PERRON HL,GLOVER,VT,05839,-72.232854,44.687385,50,019,952000,1
"140 GELO PARK RD LOWELL, VT 05847 ",140,GELO PARK RD,LOWELL,VT,05847,-72.450311,44.805643,50,019,951700,1
"3199 VT ROUTE 14 CRAFTSBURY, VT 05826 ",3199,VT ROUTE 14,CRAFTSBURY,VT,05826,-72.39826,44.636496,50,019,951700,4
"321 LAFONT RD ALBANY, VT 05820 ",321,LAFONT RD,ALBANY,VT,05820,-72.290404,44.732672,50,019,951700,3
"1592 PAGEANT PARK RD BARTON, VT 05822 ",1592,PAGEANT PARK RD,BARTON,VT,05822,-72.153632,44.738511,50,019,951800,1
"8102 VT ROUTE 111 MORGAN, VT 05853 ",8102,VT ROUTE 111,MORGAN,VT,05853,-72.009055,44.911393,50,019,951100,1
"2141 IRISH HILL RD LOWELL, VT 05847 ",2141,IRISH HILL RD,LOWELL,VT,05847,-72.415549,44.783055,50,019,951700,1
"483 ELLIOTT ACRES RD MORGAN, VT 05853 ",483,ELLIOTT ACRES RD,MORGAN,VT,05853,-71.970832,44.8833,50,019,951100,1
"1648 VT ROUTE 105 W TROY, VT 05859 ",1648,VT ROUTE 105   W,TROY,VT,05859,-72.41662,44.965567,50,019,951600,3
"30 CHRISTMAS RD WESTFIELD, VT 05471 ",30,CHRISTMAS RD,WESTFIELD,VT,05471,-72.534338,44.891722,50,019,951600,5
"405 STONE SHORE RD GLOVER, VT 05839 ",405,STONE SHORE RD,GLOVER,VT,05839,-72.221041,44.669048,50,019,952000,1
"112 VT ROUTE 105 CHARLESTON, VT 05872 ",112,VT ROUTE 105,CHARLESTON,VT,05872,-72.075388,44.90454,50,019,951100,2
"2455 THE BEND RD GREENSBORO, VT 05841 ",2455,THE BEND RD,GREENSBORO,VT,05841,-72.29313,44.573007,50,019,952000,2
"453 HUDSON RD CHARLESTON, VT 05872 ",453,HUDSON RD,CHARLESTON,VT,05872,-71.973529,44.8171,50,019,951100,2
"98 JOHNS RIVER DR DERBY, VT 05855 ",98,JOHNS RIVER DR,DERBY,VT,05855,-72.181832,44.993586,50,019,951300,1
"11 SHATTUCK HILL RD DERBY, VT 05855 ",11,SHATTUCK HILL RD,DERBY,VT,05855,-72.166699,44.953443,50,019,951300,1
"2499 DANE HILL RD CHARLESTON, VT 05872 ",2499,DANE HILL RD,CHARLESTON,VT,05872,-72.085125,44.865837,50,019,951100,2
"862 MAIN ST GREENSBORO, VT 05842 ",862,MAIN ST,GREENSBORO,VT,05842,-72.262811,44.549259,50,019,952000,2
"2762 VT ROUTE 105 NEWPORT TOWN, VT 05857 ",2762,VT ROUTE 105,NEWPORT TOWN,VT,05857,-72.290472,44.934592,50,019,951600,1
"169 TRAILSIDE RD JAY, VT 05859 ",169,TRAILSIDE RD,JAY,VT,05859,-72.504468,44.936387,50,019,951600,5
"52 VT ROUTE 105 E TROY, VT 05859 ",52,VT ROUTE 105   E,TROY,VT,05859,-72.386326,44.992118,50,019,951600,3
"437 STONE SHORE RD GLOVER, VT 05839 ",437,STONE SHORE RD,GLOVER,VT,05839,-72.221679,44.669139,50,019,952000,1
"1662 LAKE SHORE RD GREENSBORO, VT 05841 ",1662,LAKE SHORE RD,GREENSBORO,VT,05841,-72.322339,44.585926,50,019,952000,2
"138 GAGE RD IRASBURG, VT 05845 ",138,GAGE RD,IRASBURG,VT,05845,-72.301696,44.80726,50,019,951700,2
"343 WAYEESES SHR MORGAN, VT 05853 ",343,WAYEESES SHR,MORGAN,VT,05853,-71.993837,44.893328,50,019,951100,1
"1740 VT ROUTE 105 W TROY, VT 05859 ",1740,VT ROUTE 105   W,TROY,VT,05859,-72.419195,44.965295,50,019,951600,3
"818 JAY PEAK RD JAY, VT 05859 ",818,JAY PEAK RD,JAY,VT,05859,-72.505129,44.939042,50,019,951600,5
"100 E MAIN ST TROY, VT 05859 ",100,E   MAIN ST,TROY,VT,05859,-72.398547,44.995326,50,019,951600,3
"1107 VT ROUTE 100 WESTFIELD, VT 05874 ",1107,VT ROUTE 100,WESTFIELD,VT,05874,-72.427938,44.889564,50,019,951600,5
"365 IRISH HILL RD LOWELL, VT 05847 ",365,IRISH HILL RD,LOWELL,VT,05847,-72.443171,44.793404,50,019,951700,1
"1583 CAMP WINAPE RD MORGAN, VT 05872 ",1583,CAMP WINAPE RD,MORGAN,VT,05872,-71.985489,44.879981,50,019,951100,1
"6694 VT ROUTE 100 TROY, VT 05859 ",6694,VT ROUTE 100,TROY,VT,05859,-72.404288,44.904338,50,019,951600,4
"1552 CHAMBERLIN HILL RD ALBANY, VT 05820 ",1552,CHAMBERLIN HILL RD,ALBANY,VT,05820,-72.318631,44.755248,50,019,951700,3
"278 HOWSE RD COVENTRY, VT 05860 ",278,HOWSE RD,COVENTRY,VT,05860,-72.201692,44.840442,50,019,951900,1
"365 GLEN RD NEWPORT CITY, VT 05855 ",365,GLEN RD,NEWPORT CITY,VT,05855,-72.203492,44.931726,50,019,951400,3
"19 LOUIS ST DERBY, VT 05830 ",19,LOUIS ST,DERBY,VT,05830,-72.10193,45.001188,50,019,951200,1
"4781 US ROUTE 5 DERBY, VT 05855 ",4781,US ROUTE 5,DERBY,VT,05855,-72.163552,44.950255,50,019,951300,1
"237 US ROUTE 5 DERBY, VT 05829 ",237,US ROUTE 5,DERBY,VT,05829,-72.10624,44.991548,50,019,951200,1
"513 VT ROUTE 105 DERBY, VT 05829 ",513,VT ROUTE 105,DERBY,VT,05829,-72.127977,44.939659,50,019,951200,3
"1295 RIVER RD TROY, VT 05859 ",1295,RIVER RD,TROY,VT,05859,-72.385778,44.974556,50,019,951600,3
"440 ECHO HILL RD CRAFTSBURY, VT 05826 ",440,ECHO HILL RD,CRAFTSBURY,VT,05826,-72.328523,44.648983,50,019,951700,4
"0 TOWN HWY 32 BROWNINGTON, VT 05860 ",0,TOWN HWY 32,BROWNINGTON,VT,05860,-72.10172,44.820563,50,019,951900,2
"229 BRIDGE ST DERBY, VT 05855 ",229,BRIDGE ST,DERBY,VT,05855,-72.138203,44.946474,50,019,951300,1
"461 CENTER HILL RD ALBANY, VT 05820 ",461,CENTER HILL RD,ALBANY,VT,05820,-72.365762,44.732095,50,019,951700,3
"5 EDWARD DR LOWELL, VT 05847 ",5,EDWARD DR,LOWELL,VT,05847,-72.41311,44.760851,50,019,951700,1
"354 E ECHO LAKE RD CHARLESTON, VT 05872 ",354,E   ECHO LAKE RD,CHARLESTON,VT,05872,-71.979707,44.846979,50,019,951100,2
"2417 MAY POND RD BARTON, VT 05822 ",2417,MAY POND RD,BARTON,VT,05822,-72.127,44.737642,50,019,951800,1
"2014 MEAD HILL RD HOLLAND, VT 05829 ",2014,MEAD HILL RD,HOLLAND,VT,05829,-72.007811,44.935197,50,019,951100,1
"58 CROSS RD NEWPORT TOWN, VT 05857 ",58,CROSS RD,NEWPORT TOWN,VT,05857,-72.307646,44.950508,50,019,951600,1
"4142 COLLINS MILL RD NEWPORT TOWN, VT 05857 ",4142,COLLINS MILL RD,NEWPORT TOWN,VT,05857,-72.353222,44.875166,50,019,951600,2
"3309 DARLING HILL RD DERBY, VT 05855 ",3309,DARLING HILL RD,DERBY,VT,05855,-72.180958,44.969074,50,019,951300,1
"4595 VT ROUTE 14 IRASBURG, VT 05845 ",4595,VT ROUTE 14,IRASBURG,VT,05845,-72.279401,44.804811,50,019,951700,2
"1010 SALEM DERBY RD DERBY, VT 05855 ",1010,SALEM DERBY RD,DERBY,VT,05855,-72.123527,44.92197,50,019,951200,3
"677 CREEK RD ALBANY, VT 05845 ",677,CREEK RD,ALBANY,VT,05845,-72.29857,44.758924,50,019,951700,3
"237 MONETTE PL GLOVER, VT 05875 ",237,MONETTE PL,GLOVER,VT,05875,-72.237611,44.717336,50,019,952000,1
"94 CROSS RD DERBY, VT 05829 ",94,CROSS RD,DERBY,VT,05829,-72.1081,44.918868,50,019,951200,3
"168 MAIN ST COVENTRY, VT 05825 ",168,MAIN ST,COVENTRY,VT,05825,-72.264474,44.866714,50,019,951900,1
"283 ASHMAN DR DERBY, VT 05829 ",283,ASHMAN DR,DERBY,VT,05829,-72.128444,44.936244,50,019,951200,3
"63 COTTAGE ST NEWPORT CITY, VT 05855 ",63,COTTAGE ST,NEWPORT CITY,VT,05855,-72.211366,44.931865,50,019,951500,1
"151 GUNTHER LN GREENSBORO, VT 05841 ",151,GUNTHER LN,GREENSBORO,VT,05841,-72.319243,44.59346,50,019,952000,2
"1361 KINGDOM RD ALBANY, VT 05845 ",1361,KINGDOM RD,ALBANY,VT,05845,-72.287765,44.743677,50,019,951700,3
"474 TENAKEE RD LOWELL, VT 05847 ",474,TENAKEE RD,LOWELL,VT,05847,-72.392617,44.832554,50,019,951700,1
"128 WELLS RD ALBANY, VT 05845 ",128,WELLS RD,ALBANY,VT,05845,-72.29352,44.761679,50,019,951700,3
"61 COLLINSVILLE RD CRAFTSBURY, VT 05826 ",61,COLLINSVILLE RD,CRAFTSBURY,VT,05826,-72.415475,44.65241,50,019,951700,4
"440 ELM ST BARTON, VT 05822 ",440,ELM ST,BARTON,VT,05822,-72.189253,44.749989,50,019,951800,3
"1661 CRAFTSBURY RD GREENSBORO, VT 05841 ",1661,CRAFTSBURY RD,GREENSBORO,VT,05841,-72.306382,44.600416,50,019,952000,2
"3769 CHILAFOUX RD CHARLESTON, VT 05860 ",3769,CHILAFOUX RD,CHARLESTON,VT,05860,-72.103766,44.85841,50,019,951100,2
"599 COLLINSVILLE RD CRAFTSBURY, VT 05826 ",599,COLLINSVILLE RD,CRAFTSBURY,VT,05826,-72.422396,44.656886,50,019,951700,4
"267 INDIAN POINT ST NEWPORT CITY, VT 05855 ",267,INDIAN POINT ST,NEWPORT CITY,VT,05855,-72.199499,44.946357,50,019,951400,1
"320 SCHOOL ST WESTFIELD, VT 05874 ",320,SCHOOL ST,WESTFIELD,VT,05874,-72.433958,44.892142,50,019,951600,5
"3396 BURTON HILL RD IRASBURG, VT 05822 ",3396,BURTON HILL RD,IRASBURG,VT,05822,-72.249391,44.773214,50,019,951700,2
"2124 WILLOUGHBY LAKE RD BARTON, VT 05822 ",2124,WILLOUGHBY LAKE RD,BARTON,VT,05822,-72.12972,44.761843,50,019,951800,1
"282 WILLOUGHBY AVE ORLEANS, VT 05860 ",282,WILLOUGHBY AVE,ORLEANS,VT,05860,-72.192109,44.807712,50,019,951800,2
"2136 VT ROUTE 101 TROY, VT 05859 ",2136,VT ROUTE 101,TROY,VT,05859,-72.41226,44.934465,50,019,951600,4
"481 EVANSVILLE RD BROWNINGTON, VT 05860 ",481,EVANSVILLE RD,BROWNINGTON,VT,05860,-72.135932,44.804077,50,019,951900,2
"99 FISHER HL IRASBURG, VT 05845 ",99,FISHER HL,IRASBURG,VT,05845,-72.278349,44.797118,50,019,951700,2
"8 CHARBO UNKNOWN 1 DERBY, VT 05829 ",8,CHARBO UNKNOWN 1,DERBY,VT,05829,-72.095025,44.921298,50,019,951200,3
"129 MAIN ST TROY, VT 05859 ",129,MAIN ST,TROY,VT,05859,-72.404718,44.995275,50,019,951600,3
"209 N JAY RD TROY, VT 05859 ",209,N   JAY RD,TROY,VT,05859,-72.411371,44.995954,50,019,951600,3
"299 E MAIN ST NEWPORT CITY, VT 05855 ",299,E   MAIN ST,NEWPORT CITY,VT,05855,-72.197866,44.943192,50,019,951400,1
"5086 US ROUTE 5 DERBY, VT 05855 ",5086,US ROUTE 5,DERBY,VT,05855,-72.169205,44.948876,50,019,951300,1
"16 HIGH ST ORLEANS, VT 05860 ",16,HIGH ST,ORLEANS,VT,05860,-72.20584,44.813713,50,019,951800,2
"267 FAIR WAY JAY, VT 05859 ",267,FAIR WAY,JAY,VT,05859,-72.493924,44.935087,50,019,951600,5
"194 SUNSET TER DERBY, VT 05830 ",194,SUNSET TER,DERBY,VT,05830,-72.097164,45.003199,50,019,951200,1
"1884 W HILL RD CRAFTSBURY, VT 05826 ",1884,W  HILL RD,CRAFTSBURY,VT,05826,-72.420476,44.618134,50,019,951700,4
"82 BAILEY LN GLOVER, VT 05839 ",82,BAILEY LN,GLOVER,VT,05839,-72.186788,44.71341,50,019,952000,1
"925 S CRAFTSBURY RD CRAFTSBURY, VT 05826 ",925,S  CRAFTSBURY RD,CRAFTSBURY,VT,05826,-72.361668,44.625163,50,019,951700,4
"1502 S ALBANY RD ALBANY, VT 05820 ",1502,S   ALBANY RD,ALBANY,VT,05820,-72.311755,44.69139,50,019,951700,3
"1615 HARTWELL POND RD ALBANY, VT 05820 ",1615,HARTWELL POND RD,ALBANY,VT,05820,-72.290486,44.707923,50,019,951700,3
