address_full,number,street,city,state,zip,longitude,latitude,statefp,countyfp,tractce,blkgrpce
"4 SPRING ST MONTPELIER, VT 05602 ",4,SPRING ST,MONTPELIER,VT,05602,-72.572497,44.263512,50,023,954600,2
"919 VT ROUTE 232 CABOT, VT 05658 ",919,VT ROUTE 232,CABOT,VT,05658,-72.311503,44.357194,50,023,954000,1
"1075 AIRPORT RD BERLIN, VT 05641 ",1075,AIRPORT RD,BERLIN,VT,05641,-72.549285,44.191164,50,023,954500,2
"1040 CLARK RD EAST MONTPELIER, VT 05651 ",1040,CLARK RD,EAST MONTPELIER,VT,05651,-72.478242,44.2393,50,023,955000,2
"307 CASSIE ST BARRE TOWN, VT 05641 ",307,CASSIE ST,BARRE TOWN,VT,05641,-72.484268,44.220377,50,023,955300,2
"463 SHARPSHOOTERS RD FAYSTON, VT 05660 ",463,SHARPSHOOTERS RD,FAYSTON,VT,05660,-72.857879,44.248365,50,023,955800,1
"694 MAPLE ST WATERBURY, VT 05677 ",694,MAPLE ST,WATERBURY,VT,05677,-72.709587,44.383706,50,023,954300,1
"55 CABOT RD WOODBURY, VT 05681 ",55,CABOT RD,WOODBURY,VT,05681,-72.414155,44.441579,50,023,954100,1
"72 SCHOOL ST MARSHFIELD, VT 05658 ",72,SCHOOL ST,MARSHFIELD,VT,05658,-72.353898,44.35021,50,023,954000,2
"8 PR 3 MIDDLESEX, VT 05602 ",8,PR 3,MIDDLESEX,VT,05602,-72.632437,44.336276,50,023,954200,2
"18 HIGH ST PLAINFIELD, VT 05667 ",18,HIGH ST,PLAINFIELD,VT,05667,-72.426123,44.278337,50,023,954000,3
"1 WOODROW AVE MONTPELIER, VT 05602 ",1,WOODROW AVE,MONTPELIER,VT,05602,-72.562694,44.25988,50,023,954800,1
"34 CITYSIDE DR MONTPELIER, VT 05602 ",34,CITYSIDE DR,MONTPELIER,VT,05602,-72.559912,44.265408,50,023,954700,2
"40 STATE FARM RD DUXBURY, VT 05676 ",40,STATE FARM RD,DUXBURY,VT,05676,-72.749838,44.323925,50,023,954400,3
"17 PLATINUM PLN BARRE TOWN, VT 05641 ",17,PLATINUM PLN,BARRE TOWN,VT,05641,-72.5016,44.172254,50,023,955400,2
"155 DAVY RD MIDDLESEX, VT 05602 ",155,DAVY RD,MIDDLESEX,VT,05602,-72.616525,44.291978,50,023,954200,2
"500 JUG BROOK RD CABOT, VT 05658 ",500,JUG BROOK RD,CABOT,VT,05658,-72.350427,44.408843,50,023,954000,1
"563 BROWNS MILL RD BERLIN, VT 05602 ",563,BROWNS MILL RD,BERLIN,VT,05602,-72.608284,44.227844,50,023,954500,1
"1820 WATERBURY STOWE RD WATERBURY, VT 05677 ",1820,WATERBURY STOWE RD,WATERBURY,VT,05677,-72.732463,44.35739,50,023,954300,2
"804 VT ROUTE 100 DUXBURY, VT 05676 ",804,VT ROUTE 100,DUXBURY,VT,05676,-72.787609,44.258162,50,023,954400,3
"3848 VT ROUTE 12A NORTHFIELD, VT 05663 ",3848,VT ROUTE 12A,NORTHFIELD,VT,05663,-72.714266,44.118343,50,023,955501,2
"1522 CABOT PLAINS RD CABOT, VT 05647 ",1522,CABOT PLAINS RD,CABOT,VT,05647,-72.268726,44.42492,50,023,954000,1
"2780 VT ROUTE 232 MARSHFIELD, VT 05658 ",2780,VT ROUTE 232,MARSHFIELD,VT,05658,-72.28724,44.338689,50,023,954000,2
"401 GORE RD PLAINFIELD, VT 05667 ",401,GORE RD,PLAINFIELD,VT,05667,-72.388232,44.219793,50,023,954000,3
"106 WOODS RD S WARREN, VT 05674 ",106,WOODS RD S,WARREN,VT,05674,-72.827691,44.113297,50,023,955600,1
"120 OLD COUNTY RD WAITSFIELD, VT 05673 ",120,OLD COUNTY RD,WAITSFIELD,VT,05673,-72.814192,44.201831,50,023,955700,2
"28 SPRING HOLLOW LN MONTPELIER, VT 05602 ",28,SPRING HOLLOW LN,MONTPELIER,VT,05602,-72.553577,44.257345,50,023,954700,1
"41 PARK ST BARRE CITY, VT 05641 ",41,PARK ST,BARRE CITY,VT,05641,-72.496496,44.198985,50,023,955100,4
"443 N MAIN ST BARRE CITY, VT 05641 ",443,N   MAIN ST,BARRE CITY,VT,05641,-72.510282,44.2053,50,023,955100,1
"323 MESSIER HILL RD NORTHFIELD, VT 05663 ",323,MESSIER HILL RD,NORTHFIELD,VT,05663,-72.682396,44.105366,50,023,955502,3
"1487 COMMON RD WAITSFIELD, VT 05673 ",1487,COMMON RD,WAITSFIELD,VT,05673,-72.797357,44.168502,50,023,955700,1
"991 CIDER HILL RD WARREN, VT 05674 ",991,CIDER HILL RD,WARREN,VT,05674,-72.799821,44.134292,50,023,955600,1
"52 MERCHANT ST BARRE CITY, VT 05641 ",52,MERCHANT ST,BARRE CITY,VT,05641,-72.502039,44.202465,50,023,955100,3
"2279 W HILL RD ROXBURY, VT 05669 ",2279,W   HILL RD,ROXBURY,VT,05669,-72.763837,44.067293,50,023,955502,2
"586 HALLSTROM RD NORTHFIELD, VT 05663 ",586,HALLSTROM RD,NORTHFIELD,VT,05663,-72.726821,44.174361,50,023,955501,2
"17 HEBERT RD MONTPELIER, VT 05602 ",17,HEBERT RD,MONTPELIER,VT,05602,-72.560797,44.241858,50,023,954900,2
"10 WHEELOCK ST MONTPELIER, VT 05602 ",10,WHEELOCK ST,MONTPELIER,VT,05602,-72.562476,44.248201,50,023,954900,2
"463 MIRROR LAKE RD CALAIS, VT 05650 ",463,MIRROR LAKE RD,CALAIS,VT,05650,-72.455714,44.396013,50,023,954100,3
"285 RIVER ST MONTPELIER, VT 05602 ",285,RIVER ST,MONTPELIER,VT,05602,-72.550372,44.24551,50,023,954900,2
"318 E ROXBURY RD ROXBURY, VT 05663 ",318,E   ROXBURY RD,ROXBURY,VT,05663,-72.650149,44.089359,50,023,955502,2
"2214 S WALDEN RD CABOT, VT 05647 ",2214,S   WALDEN RD,CABOT,VT,05647,-72.302799,44.435119,50,023,954000,1
"2 SPARROW DR BARRE TOWN, VT 05641 ",2,SPARROW DR,BARRE TOWN,VT,05641,-72.48385,44.192338,50,023,955300,2
"329 VALLEY VIEW RD WATERBURY, VT 05677 ",329,VALLEY VIEW RD,WATERBURY,VT,05677,-72.695491,44.378708,50,023,954300,1
"200 POWDER HORN GLEN RD EAST MONTPELIER, VT 05602 ",200,POWDER HORN GLEN RD,EAST MONTPELIER,VT,05602,-72.533818,44.295239,50,023,955000,1
"121 S WALDEN RD CABOT, VT 05647 ",121,S  WALDEN RD,CABOT,VT,05647,-72.30856,44.407777,50,023,954000,1
"153 CASTLE RD FAYSTON, VT 05660 ",153,CASTLE RD,FAYSTON,VT,05660,-72.803809,44.22647,50,023,955800,1
"1135 ASELTINE RD NORTHFIELD, VT 05663 ",1135,ASELTINE RD,NORTHFIELD,VT,05663,-72.675213,44.181129,50,023,955501,2
"405 BOULDER PASS WARREN, VT 05674 ",405,BOULDER PASS,WARREN,VT,05674,-72.887727,44.125319,50,023,955600,2
"242 DOG RIVER RD BERLIN, VT 05602 ",242,DOG RIVER RD,BERLIN,VT,05602,-72.596184,44.247169,50,023,954500,1
"2474 VT ROUTE 12A NORTHFIELD, VT 05663 ",2474,VT ROUTE 12A,NORTHFIELD,VT,05663,-72.690698,44.111761,50,023,955501,2
"741 BEAR CREEK LN WATERBURY, VT 05677 ",741,BEAR CREEK LN,WATERBURY,VT,05677,-72.675266,44.363919,50,023,954300,1
"2112 RIVER RD MORETOWN, VT 05602 ",2112,RIVER RD,MORETOWN,VT,05602,-72.651043,44.272611,50,023,954400,1
"117 MANSFIELD RD FAYSTON, VT 05673 ",117,MANSFIELD RD,FAYSTON,VT,05673,-72.887106,44.195592,50,023,955800,2
"29 PARK MANOR DR BERLIN, VT 05602 ",29,PARK MANOR DR,BERLIN,VT,05602,-72.609567,44.256824,50,023,954500,1
"190 UPPER PINES RD WARREN, VT 05674 ",190,UPPER PINES RD,WARREN,VT,05674,-72.851071,44.141455,50,023,955600,2
"122 UPPER SNOW CREEK RD WARREN, VT 05674 ",122,UPPER SNOW CREEK RD,WARREN,VT,05674,-72.893278,44.133957,50,023,955600,2
"111 PRATT RD WORCESTER, VT 05682 ",111,PRATT RD,WORCESTER,VT,05682,-72.537886,44.388418,50,023,954200,1
"42 BASSETT ST BARRE CITY, VT 05641 ",42,BASSETT ST,BARRE CITY,VT,05641,-72.510395,44.19663,50,023,955200,4
"152 MACEY RD MIDDLESEX, VT 05602 ",152,MACEY RD,MIDDLESEX,VT,05602,-72.596132,44.352098,50,023,954200,2
"654 STONY BROOK RD NORTHFIELD, VT 05663 ",654,STONY BROOK RD,NORTHFIELD,VT,05663,-72.690754,44.12244,50,023,955501,2
"97 OLD BROOK RD MIDDLESEX, VT 05602 ",97,OLD BROOK RD,MIDDLESEX,VT,05602,-72.667503,44.296223,50,023,954200,2
"268 HASKINS TER BERLIN, VT 05663 ",268,HASKINS TER,BERLIN,VT,05663,-72.64248,44.19019,50,023,954500,1
"4720 US ROUTE 2 MARSHFIELD, VT 05658 ",4720,US ROUTE 2,MARSHFIELD,VT,05658,-72.386888,44.317106,50,023,954000,2
"453 MAD RIVER VW FAYSTON, VT 05673 ",453,MAD RIVER VW,FAYSTON,VT,05673,-72.880116,44.205891,50,023,955800,2
"1431 BARTLETT RD BERLIN, VT 05602 ",1431,BARTLETT RD,BERLIN,VT,05602,-72.637072,44.252153,50,023,954500,1
"3 W SKYLARK TER BARRE TOWN, VT 05641 ",3,W   SKYLARK TER,BARRE TOWN,VT,05641,-72.484857,44.193735,50,023,955300,2
"1555 ROXBURY MOUNTAIN RD WARREN, VT 05674 ",1555,ROXBURY MOUNTAIN RD,WARREN,VT,05674,-72.793895,44.106765,50,023,955600,1
"93 CEDAR HEDGE LN DUXBURY, VT 05676 ",93,CEDAR HEDGE LN,DUXBURY,VT,05676,-72.76705,44.319282,50,023,954400,3
"2762 NORTH RD WAITSFIELD, VT 05673 ",2762,NORTH RD,WAITSFIELD,VT,05673,-72.776439,44.224029,50,023,955700,1
"82 MILL ST NORTHFIELD, VT 05663 ",82,MILL ST,NORTHFIELD,VT,05663,-72.649942,44.17362,50,023,955502,1
"3 PORTLAND ST BARRE CITY, VT 05641 ",3,PORTLAND ST,BARRE CITY,VT,05641,-72.509973,44.194387,50,023,955200,4
"64 PEARL ST NORTHFIELD, VT 05663 ",64,PEARL ST,NORTHFIELD,VT,05663,-72.659169,44.151011,50,023,955501,1
"12 DANVILLE HILL RD CABOT, VT 05647 ",12,DANVILLE HILL RD,CABOT,VT,05647,-72.310548,44.402509,50,023,954000,1
"651 DROWN RD ROXBURY, VT 05669 ",651,DROWN RD,ROXBURY,VT,05669,-72.65932,44.068815,50,023,955502,2
"5088 WATERBURY STOWE RD WATERBURY, VT 05677 ",5088,WATERBURY STOWE RD,WATERBURY,VT,05677,-72.71832,44.401994,50,023,954300,2
"1859 EAST HILL RD CALAIS, VT 05650 ",1859,EAST HILL RD,CALAIS,VT,05650,-72.409463,44.369047,50,023,954100,2
"61 VT ROUTE 100 N MORETOWN, VT 05676 ",61,VT ROUTE 100   N,MORETOWN,VT,05676,-72.746225,44.325571,50,023,954400,2
"1422 CABOT RD WOODBURY, VT 05681 ",1422,CABOT RD,WOODBURY,VT,05681,-72.388923,44.435841,50,023,954100,1
"9 HOWARD ST BARRE TOWN, VT 05641 ",9,HOWARD ST,BARRE TOWN,VT,05641,-72.503182,44.174487,50,023,955400,2
"159 N MAIN ST BARRE CITY, VT 05641 ",159,N   MAIN ST,BARRE CITY,VT,05641,-72.502843,44.198744,50,023,955100,4
"459 DANA HILL RD WAITSFIELD, VT 05673 ",459,DANA HILL RD,WAITSFIELD,VT,05673,-72.843084,44.175053,50,023,955700,2
"1889 KATE BROOK RD WOODBURY, VT 05843 ",1889,KATE BROOK RD,WOODBURY,VT,05843,-72.424927,44.499991,50,023,954100,1
"46 MAPLE AVE BARRE CITY, VT 05641 ",46,MAPLE AVE,BARRE CITY,VT,05641,-72.505529,44.204714,50,023,955100,1
"69 MANSFIELD LN BERLIN, VT 05641 ",69,MANSFIELD LN,BERLIN,VT,05641,-72.548598,44.231381,50,023,954500,2
"362 PARKWAY ST MONTPELIER, VT 05602 ",362,PARKWAY ST,MONTPELIER,VT,05602,-72.578141,44.270416,50,023,954600,1
"18 VINE ST BARRE CITY, VT 05641 ",18,VINE ST,BARRE CITY,VT,05641,-72.514538,44.205466,50,023,955200,6
"17 CONTI CIR BARRE TOWN, VT 05641 ",17,CONTI CIR,BARRE TOWN,VT,05641,-72.492978,44.173969,50,023,955400,2
"124 WORCESTER VILLAGE RD WORCESTER, VT 05682 ",124,WORCESTER VILLAGE RD,WORCESTER,VT,05682,-72.554063,44.366254,50,023,954200,1
"20 WESTWOOD PKWY BARRE CITY, VT 05641 ",20,WESTWOOD PKWY,BARRE CITY,VT,05641,-72.516671,44.195466,50,023,955200,4
"5767 E WARREN RD WARREN, VT 05674 ",5767,E  WARREN RD,WARREN,VT,05674,-72.817487,44.11142,50,023,955600,1
"75 SUMMER ST BARRE CITY, VT 05641 ",75,SUMMER ST,BARRE CITY,VT,05641,-72.503611,44.202038,50,023,955100,3
"19 GARDEN ST BARRE CITY, VT 05641 ",19,GARDEN ST,BARRE CITY,VT,05641,-72.489015,44.190904,50,023,955100,2
"2912 DOWSVILLE RD DUXBURY, VT 05676 ",2912,DOWSVILLE RD,DUXBURY,VT,05676,-72.830705,44.2693,50,023,954400,3
"167 DUNBAR HILL RD FAYSTON, VT 05660 ",167,DUNBAR HILL RD,FAYSTON,VT,05660,-72.837369,44.243973,50,023,955800,1
"1102 GUPTIL RD WATERBURY, VT 05677 ",1102,GUPTIL RD,WATERBURY,VT,05677,-72.719782,44.364038,50,023,954300,1
"57 TREE FARM LN BERLIN, VT 05641 ",57,TREE FARM LN,BERLIN,VT,05641,-72.571589,44.197097,50,023,954500,2
"710 RIVER RD MORETOWN, VT 05602 ",710,RIVER RD,MORETOWN,VT,05602,-72.66959,44.285119,50,023,954400,1
"1640 UPPER RD PLAINFIELD, VT 05667 ",1640,UPPER RD,PLAINFIELD,VT,05667,-72.423753,44.248029,50,023,954000,3
"81 WOOD RD MIDDLESEX, VT 05602 ",81,WOOD RD,MIDDLESEX,VT,05602,-72.586679,44.350091,50,023,954200,2
"425 SIERRA LAVIN RD BARRE TOWN, VT 05641 ",425,SIERRA LAVIN RD,BARRE TOWN,VT,05641,-72.466937,44.190381,50,023,955300,1
"0 E BEAR SWAMP RD MIDDLESEX, VT 05602 ",0,E  BEAR SWAMP RD,MIDDLESEX,VT,05602,-72.641843,44.365892,50,023,954200,2
"2559 S WALDEN RD CABOT, VT 05647 ",2559,S  WALDEN RD,CABOT,VT,05647,-72.305969,44.439406,50,023,954000,1
"11 WINDSOR TER BARRE CITY, VT 05641 ",11,WINDSOR TER,BARRE CITY,VT,05641,-72.50257,44.191742,50,023,955200,3
"22 FOURTH ST NORTHFIELD, VT 05664 ",22,FOURTH ST,NORTHFIELD,VT,05664,-72.653334,44.166272,50,023,955502,1
"3224 MAIN ST WAITSFIELD, VT 05673 ",3224,MAIN ST,WAITSFIELD,VT,05673,-72.810125,44.203806,50,023,955700,2
"814 WHITTIER HILL RD CABOT, VT 05647 ",814,WHITTIER HILL RD,CABOT,VT,05647,-72.310657,44.391435,50,023,954000,1
"103 ELM ST WARREN, VT 05674 ",103,ELM ST,WARREN,VT,05674,-72.834306,44.067609,50,023,955600,1
"70 DELMONT AVE BARRE CITY, VT 05641 ",70,DELMONT AVE,BARRE CITY,VT,05641,-72.488275,44.19742,50,023,955100,2
"27 SILVER CIR BARRE TOWN, VT 05641 ",27,SILVER CIR,BARRE TOWN,VT,05641,-72.500104,44.171768,50,023,955400,2
"45 SCHOOL ST NORTHFIELD, VT 05663 ",45,SCHOOL ST,NORTHFIELD,VT,05663,-72.660163,44.151363,50,023,955501,1
"557 BEAR CREEK LN WATERBURY, VT 05677 ",557,BEAR CREEK LN,WATERBURY,VT,05677,-72.674342,44.361008,50,023,954300,1
"737 GRANITEVILLE RD BARRE TOWN, VT 05654 ",737,GRANITEVILLE RD,BARRE TOWN,VT,05654,-72.482272,44.147375,50,023,955400,2
"38 EAST ST NORTHFIELD, VT 05663 ",38,EAST ST,NORTHFIELD,VT,05663,-72.655443,44.148504,50,023,955502,1
"67 TROMBLYS TRAILER PARK NORTHFIELD, VT 05663 ",67,TROMBLYS TRAILER PARK,NORTHFIELD,VT,05663,-72.659616,44.128823,50,023,955502,3
"6 REYNOLDS ST BARRE CITY, VT 05641 ",6,REYNOLDS ST,BARRE CITY,VT,05641,-72.512096,44.197212,50,023,955200,5
"205 SHORT RD BERLIN, VT 05602 ",205,SHORT RD,BERLIN,VT,05602,-72.607576,44.253502,50,023,954500,1
"162 PRIOR DR NORTHFIELD, VT 05663 ",162,PRIOR DR,NORTHFIELD,VT,05663,-72.601311,44.144796,50,023,955502,1
"64 GOLF COURSE RD WARREN, VT 05674 ",64,GOLF COURSE RD,WARREN,VT,05674,-72.883737,44.141532,50,023,955600,2
"21 CASSIE ST BARRE TOWN, VT 05641 ",21,CASSIE ST,BARRE TOWN,VT,05641,-72.488291,44.201098,50,023,955300,2
"120 NORTHFIELD ST MONTPELIER, VT 05602 ",120,NORTHFIELD ST,MONTPELIER,VT,05602,-72.579638,44.25093,50,023,954900,1
"751 EAST HILL RD CALAIS, VT 05667 ",751,EAST HILL RD,CALAIS,VT,05667,-72.415506,44.352601,50,023,954100,2
"268 WOODS RD S WARREN, VT 05674 ",268,WOODS RD S,WARREN,VT,05674,-72.82608,44.114832,50,023,955600,1
"292 WESTWOOD DR MONTPELIER, VT 05602 ",292,WESTWOOD DR,MONTPELIER,VT,05602,-72.54769,44.262479,50,023,954700,1
"361 BARTLETT RD BERLIN, VT 05602 ",361,BARTLETT RD,BERLIN,VT,05602,-72.621037,44.25552,50,023,954500,1
"2020 GREGG HILL RD WATERBURY, VT 05677 ",2020,GREGG HILL RD,WATERBURY,VT,05677,-72.731812,44.398809,50,023,954300,2
"90 UPPER SUNNYBROOK RD MIDDLESEX, VT 05602 ",90,UPPER SUNNYBROOK RD,MIDDLESEX,VT,05602,-72.607957,44.283906,50,023,954200,2
"9 BEAN RD NORTHFIELD, VT 05663 ",9,BEAN RD,NORTHFIELD,VT,05663,-72.722774,44.180546,50,023,955501,2
"4 WARREN ST BARRE CITY, VT 05641 ",4,WARREN ST,BARRE CITY,VT,05641,-72.504732,44.204687,50,023,955100,3
"550 PLUNKTON RD WARREN, VT 05674 ",550,PLUNKTON RD,WARREN,VT,05674,-72.827624,44.095437,50,023,955600,1
"1772 ROUTE 215 S CABOT, VT 05647 ",1772,ROUTE 215   S,CABOT,VT,05647,-72.330812,44.392128,50,023,954000,1
"230 NOTCH RD MIDDLESEX, VT 05602 ",230,NOTCH RD,MIDDLESEX,VT,05602,-72.679467,44.31689,50,023,954200,2
"1369 SINGLETON RD CALAIS, VT 05650 ",1369,SINGLETON RD,CALAIS,VT,05650,-72.476876,44.361097,50,023,954100,3
"33 COUNTRY WAY BARRE CITY, VT 05641 ",33,COUNTRY WAY,BARRE CITY,VT,05641,-72.516185,44.19534,50,023,955200,4
"412 S LAKE RD WOODBURY, VT 05681 ",412,S   LAKE RD,WOODBURY,VT,05681,-72.336229,44.445566,50,023,954100,1
"19 UPPER USLE RD BARRE TOWN, VT 05641 ",19,UPPER USLE RD,BARRE TOWN,VT,05641,-72.524797,44.180765,50,023,955400,3
"3056 CAMELS HUMP RD DUXBURY, VT 05676 ",3056,CAMELS HUMP RD,DUXBURY,VT,05676,-72.841842,44.318161,50,023,954400,3
"6 SABIN ST MONTPELIER, VT 05602 ",6,SABIN ST,MONTPELIER,VT,05602,-72.566651,44.252809,50,023,954800,2
"789 S BARRE RD BARRE TOWN, VT 05641 ",789,S  BARRE RD,BARRE TOWN,VT,05641,-72.512068,44.163394,50,023,955400,3
"29 JACQUES ST BARRE CITY, VT 05641 ",29,JACQUES ST,BARRE CITY,VT,05641,-72.513803,44.19544,50,023,955200,4
"33 THIRD ST BERLIN, VT 05602 ",33,THIRD ST,BERLIN,VT,05602,-72.594135,44.24234,50,023,954500,1
"982 DOG POND RD WOODBURY, VT 05650 ",982,DOG POND RD,WOODBURY,VT,05650,-72.43052,44.424737,50,023,954100,1
"1853 COUNTY RD EAST MONTPELIER, VT 05602 ",1853,COUNTY RD,EAST MONTPELIER,VT,05602,-72.538286,44.295852,50,023,955000,1
"189 S MAIN ST NORTHFIELD, VT 05663 ",189,S   MAIN ST,NORTHFIELD,VT,05663,-72.656005,44.146032,50,023,955502,1
"198 PIERSON HL NORTHFIELD, VT 05663 ",198,PIERSON HL,NORTHFIELD,VT,05663,-72.654341,44.175329,50,023,955501,1
"89 TRILLIUM HL MONTPELIER, VT 05602 ",89,TRILLIUM HL,MONTPELIER,VT,05602,-72.574783,44.279829,50,023,954600,1
"1526 GUPTIL RD WATERBURY, VT 05677 ",1526,GUPTIL RD,WATERBURY,VT,05677,-72.716007,44.371951,50,023,954300,1
"186 BERLIN ST MONTPELIER, VT 05602 ",186,BERLIN ST,MONTPELIER,VT,05602,-72.568595,44.248891,50,023,954900,2
"17 COMOLLI ST BARRE CITY, VT 05641 ",17,COMOLLI ST,BARRE CITY,VT,05641,-72.512884,44.201718,50,023,955200,5
"5 HILLCREST DR MONTPELIER, VT 05602 ",5,HILLCREST DR,MONTPELIER,VT,05602,-72.580899,44.246357,50,023,954900,1
"20 ESSEX ST BARRE CITY, VT 05641 ",20,ESSEX ST,BARRE CITY,VT,05641,-72.509454,44.193332,50,023,955200,4
"72 LOIS LN WARREN, VT 05674 ",72,LOIS LN,WARREN,VT,05674,-72.829301,44.085448,50,023,955600,1
"612 ELM ST MONTPELIER, VT 05602 ",612,ELM ST,MONTPELIER,VT,05602,-72.573886,44.277455,50,023,954600,1
"24 GRANVIEW DR BARRE TOWN, VT 05641 ",24,GRANVIEW DR,BARRE TOWN,VT,05641,-72.517938,44.216573,50,023,955300,3
"500 S VILLAGE BLVD WARREN, VT 05674 ",500,S   VILLAGE BLVD,WARREN,VT,05674,-72.89068,44.129671,50,023,955600,2
"315 QUAKER RD EAST MONTPELIER, VT 05651 ",315,QUAKER RD,EAST MONTPELIER,VT,05651,-72.491807,44.273607,50,023,955000,2
"28 FAIRVIEW ST BARRE CITY, VT 05641 ",28,FAIRVIEW ST,BARRE CITY,VT,05641,-72.503297,44.194143,50,023,955200,3
"27 PIPER RD BERLIN, VT 05641 ",27,PIPER RD,BERLIN,VT,05641,-72.561795,44.203761,50,023,954500,2
"646 VILLAGE WOODS WAITSFIELD, VT 05673 ",646,VILLAGE WOODS,WAITSFIELD,VT,05673,-72.806393,44.198014,50,023,955700,1
"7 VINE ST MONTPELIER, VT 05602 ",7,VINE ST,MONTPELIER,VT,05602,-72.569852,44.266144,50,023,954600,1
"3536 BULL RUN RD ROXBURY, VT 05669 ",3536,BULL RUN RD,ROXBURY,VT,05669,-72.68624,44.070867,50,023,955502,2
"523 THREE MILE BRIDGE RD BERLIN, VT 05602 ",523,THREE MILE BRIDGE RD,BERLIN,VT,05602,-72.639177,44.268594,50,023,954500,1
"1603 US ROUTE 2 WATERBURY, VT 05676 ",1603,US ROUTE 2,WATERBURY,VT,05676,-72.79065,44.355071,50,023,954300,3
"195 CASSIE ST BARRE TOWN, VT 05641 ",195,CASSIE ST,BARRE TOWN,VT,05641,-72.484909,44.212661,50,023,955300,2
"208 MILLER RD BARRE TOWN, VT 05641 ",208,MILLER RD,BARRE TOWN,VT,05641,-72.537976,44.172976,50,023,955400,3
"174 ELM ST MONTPELIER, VT 05602 ",174,ELM ST,MONTPELIER,VT,05602,-72.572207,44.26424,50,023,954600,1
"108 N MAIN ST NORTHFIELD, VT 05663 ",108,N  MAIN ST,NORTHFIELD,VT,05663,-72.655333,44.149952,50,023,955501,1
"135 MIDDLE RD MORETOWN, VT 05676 ",135,MIDDLE RD,MORETOWN,VT,05676,-72.739191,44.321087,50,023,954400,2
"9 WALLACE ST WATERBURY, VT 05676 ",9,WALLACE ST,WATERBURY,VT,05676,-72.760357,44.34326,50,023,954300,3
"2858 US ROUTE 2 MARSHFIELD, VT 05658 ",2858,US ROUTE 2,MARSHFIELD,VT,05658,-72.371175,44.340554,50,023,954000,2
"1683 W SHORE RD CABOT, VT 05647 ",1683,W   SHORE RD,CABOT,VT,05647,-72.223464,44.404965,50,023,954000,1
"977 US ROUTE 2 MIDDLESEX, VT 05602 ",977,US ROUTE 2,MIDDLESEX,VT,05602,-72.683948,44.294929,50,023,954200,2
"1876 VT ROUTE 214 EAST MONTPELIER, VT 05667 ",1876,VT ROUTE 214,EAST MONTPELIER,VT,05667,-72.443933,44.301911,50,023,955000,2
"554 KNEELAND FLTS WATERBURY, VT 05676 ",554,KNEELAND FLTS,WATERBURY,VT,05676,-72.713045,44.358741,50,023,954300,1
"109 PIKE DR BERLIN, VT 05602 ",109,PIKE DR,BERLIN,VT,05602,-72.576623,44.215173,50,023,954500,2
"96 PRATT RD WORCESTER, VT 05682 ",96,PRATT RD,WORCESTER,VT,05682,-72.541228,44.385063,50,023,954200,1
"185 LYLE YOUNG RD EAST MONTPELIER, VT 05651 ",185,LYLE YOUNG RD,EAST MONTPELIER,VT,05651,-72.496492,44.293081,50,023,955000,1
